Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SSM,SUSM,SUSMA,SSMA,SMP
2016,9,3,18.97,0.24,95.45,282.56,25.87,3.12,25.33,14.31,95.67,0.38,0.03,0.6
2016,9,4,18.9,0.26,95.56,285.25,26.86,2.74,26.23,13.16,94.15,0.32,-0.15,0.59
2016,9,5,18.66,0.09,95.58,286.0,27.14,3.38,26.33,12.02,92.63,0.26,-0.33,0.57
2016,9,6,18.83,1.01,95.6,285.88,26.77,3.53,26.05,12.07,89.45,0.16,-0.34,0.56
2016,9,7,18.41,0.07,95.5,281.69,26.47,4.68,25.82,12.13,86.28,0.05,-0.34,0.54
2016,9,8,18.22,0.01,95.45,285.56,28.76,3.72,27.19,12.19,83.11,-0.06,-0.35,0.52
2016,9,9,18.82,0.83,95.48,286.25,28.92,4.41,27.8,12.52,82.24,-0.11,-0.33,0.52
2016,9,10,19.57,1.8,95.43,294.56,27.8,3.23,26.97,12.86,81.37,-0.16,-0.32,0.52
2016,9,11,18.37,0.36,95.36,309.94,26.4,2.74,25.85,13.2,80.51,-0.21,-0.3,0.51
2016,9,12,18.94,0.06,95.32,316.06,26.52,2.54,25.87,13.58,80.89,-0.23,-0.28,0.52
2016,9,13,18.7,1.04,95.31,301.12,27.65,3.2,26.76,13.96,81.27,-0.25,-0.26,0.52
2016,9,14,19.89,1.76,95.28,290.5,28.8,3.16,27.62,14.34,81.66,-0.28,-0.24,0.53
2016,9,15,19.37,0.62,95.26,284.5,27.98,3.63,27.22,12.98,80.23,-0.35,-0.47,0.51
2016,9,16,19.2,1.04,95.25,263.75,27.12,3.2,26.57,11.62,78.81,-0.42,-0.71,0.5
2016,9,17,18.81,0.03,95.34,271.81,26.65,3.61,26.24,10.25,77.38,-0.5,-0.94,0.48
2016,9,18,18.5,0.0,95.43,278.94,27.65,3.97,26.87,10.69,75.3,-0.59,-0.91,0.47
2016,9,19,18.23,0.01,95.41,302.62,28.87,3.43,27.62,11.13,73.22,-0.68,-0.87,0.46
2016,9,20,18.02,0.05,95.32,302.38,27.77,4.08,27.05,11.57,71.14,-0.78,-0.83,0.45
2016,9,21,18.58,0.49,95.36,301.81,28.21,4.23,27.06,10.7,69.86,-0.85,-1.04,0.44
2016,9,22,17.9,0.04,95.33,288.38,28.78,4.81,27.53,9.82,68.59,-0.93,-1.24,0.43
2016,9,23,18.42,0.29,95.16,280.62,29.41,4.3,27.94,8.95,67.32,-1.0,-1.44,0.42
2016,9,24,18.3,0.04,95.07,273.56,29.33,5.24,28.08,13.57,70.51,-0.96,-0.69,0.46
2016,9,25,18.71,0.0,95.14,274.25,29.97,5.22,28.46,18.2,73.71,-0.91,0.06,0.5
2016,9,26,19.2,0.28,95.27,286.88,30.74,4.2,28.97,22.82,76.91,-0.86,0.81,0.55
2016,9,27,21.3,2.36,95.38,265.38,26.16,3.3,25.51,21.47,87.26,-0.59,0.56,0.6
2016,9,28,21.37,2.68,95.29,261.56,26.94,2.16,26.34,20.12,97.6,-0.32,0.31,0.65
2016,9,29,21.59,4.16,95.25,270.25,26.53,2.25,26.29,18.77,107.95,-0.05,0.06,0.7
2016,9,30,19.8,0.43,95.18,277.88,28.2,3.21,27.45,17.49,105.92,-0.15,-0.18,0.68
2016,10,1,18.1,0.0,95.27,266.56,27.39,2.86,26.69,16.2,103.88,-0.26,-0.42,0.66
2016,10,2,17.8,0.0,95.45,222.25,28.3,3.22,26.98,14.92,101.85,-0.36,-0.66,0.64
2016,10,3,18.47,0.31,95.44,182.38,29.11,2.35,27.7,14.64,100.11,-0.46,-0.75,0.63
2016,10,4,19.24,0.53,95.44,209.44,30.32,2.85,28.43,14.36,98.36,-0.56,-0.84,0.62
2016,10,5,18.73,0.28,95.41,263.0,30.54,2.66,28.73,14.08,96.62,-0.66,-0.93,0.61
2016,10,6,17.73,0.15,95.41,281.25,29.34,4.12,28.09,14.04,94.4,-0.78,-0.97,0.59
2016,10,7,16.57,0.0,95.48,280.56,27.68,2.16,26.64,13.99,92.18,-0.9,-1.0,0.58
2016,10,8,16.22,0.0,95.48,261.25,29.52,2.06,27.94,13.95,89.97,-1.02,-1.04,0.57
2016,10,9,17.71,0.17,95.5,288.19,30.13,2.71,28.53,16.48,92.25,-0.96,-0.54,0.6
2016,10,10,17.38,0.07,95.44,301.56,30.25,4.29,28.68,19.0,94.53,-0.89,-0.05,0.62
2016,10,11,19.54,9.77,95.45,261.75,27.72,2.54,26.99,21.53,96.81,-0.83,0.44,0.65
2016,10,12,21.29,18.19,95.48,261.19,25.35,2.83,25.24,19.42,99.99,-0.71,0.08,0.66
2016,10,13,21.11,7.0,95.49,163.62,26.62,1.39,25.83,17.31,103.18,-0.59,-0.28,0.66
2016,10,14,19.83,1.48,95.51,111.38,27.71,2.58,26.58,15.2,106.36,-0.47,-0.64,0.67
2016,10,15,18.55,0.0,95.56,92.56,27.24,2.84,26.12,14.21,103.56,-0.55,-0.81,0.65
2016,10,16,17.73,0.01,95.61,68.25,27.08,2.43,25.69,13.22,100.74,-0.64,-0.98,0.62
2016,10,17,17.37,0.0,95.53,139.5,28.03,1.52,26.42,12.24,97.94,-0.72,-1.15,0.6
2016,10,18,18.33,0.0,95.42,83.56,28.78,1.49,27.19,12.12,94.42,-0.82,-1.15,0.58
2016,10,19,19.1,0.03,95.36,132.25,28.71,1.91,27.16,12.01,90.91,-0.91,-1.15,0.56
2016,10,20,19.73,0.16,95.3,98.38,28.65,2.55,26.99,11.9,87.39,-1.01,-1.15,0.55
2016,10,21,18.91,0.37,95.41,120.75,27.76,3.26,26.31,11.27,84.7,-1.08,-1.24,0.53
2016,10,22,18.4,0.03,95.54,122.56,27.76,2.97,26.3,10.63,82.01,-1.14,-1.34,0.51
2016,10,23,18.06,0.03,95.58,146.0,28.22,2.38,26.81,10.0,79.32,-1.21,-1.43,0.49
2016,10,24,14.69,0.01,95.57,293.0,25.02,3.62,24.9,9.57,76.22,-1.28,-1.47,0.47
2016,10,25,14.79,0.0,95.47,116.0,26.63,1.88,25.78,9.13,73.11,-1.36,-1.5,0.45
2016,10,26,16.94,0.0,95.5,100.5,27.89,1.77,26.34,8.7,70.01,-1.43,-1.54,0.43
2016,10,27,15.76,0.0,95.6,126.19,27.93,1.55,26.65,9.67,68.27,-1.44,-1.33,0.43
2016,10,28,14.01,0.0,95.54,120.31,29.4,2.45,27.97,10.65,66.53,-1.46,-1.12,0.42
2016,10,29,17.12,0.35,95.48,103.69,30.22,3.2,28.44,11.63,64.78,-1.47,-0.91,0.42
2016,10,30,18.88,1.81,95.6,52.88,27.99,4.2,26.73,11.51,65.44,-1.41,-0.91,0.42
2016,10,31,19.41,1.01,95.75,67.81,27.37,2.47,26.19,11.4,66.1,-1.35,-0.91,0.42
2016,11,1,17.84,0.77,95.71,67.0,28.22,3.55,26.72,11.28,66.75,-1.29,-0.91,0.43
2016,11,2,19.64,1.15,95.67,56.5,26.19,3.35,25.19,10.29,65.8,-1.29,-1.06,0.42
2016,11,3,18.84,0.25,95.63,82.19,27.62,3.67,26.48,9.3,64.84,-1.28,-1.2,0.4
2016,11,4,18.54,0.01,95.5,257.31,29.9,2.26,28.23,8.31,63.88,-1.28,-1.35,0.39
2016,11,5,14.79,0.0,95.42,169.5,29.63,3.89,28.11,8.0,61.73,-1.31,-1.38,0.38
2016,11,6,15.94,0.0,95.54,174.12,30.16,3.78,28.15,7.69,59.58,-1.34,-1.41,0.37
2016,11,7,15.83,0.02,95.7,112.62,28.81,3.57,26.98,7.38,57.42,-1.37,-1.44,0.35
2016,11,8,15.82,0.04,95.74,75.81,28.01,3.24,26.28,7.08,55.29,-1.4,-1.47,0.34
2016,11,9,11.58,0.07,95.85,68.88,25.87,2.44,24.54,6.78,53.16,-1.44,-1.5,0.33
2016,11,10,11.15,0.0,95.78,59.12,25.96,1.41,24.4,6.47,51.03,-1.47,-1.53,0.31
2016,11,11,14.1,0.0,95.72,93.62,26.94,2.75,25.1,6.76,49.65,-1.48,-1.47,0.31
2016,11,12,15.26,0.0,95.77,72.44,28.12,2.96,26.34,7.04,48.27,-1.5,-1.41,0.3
2016,11,13,18.77,0.53,95.85,70.31,28.55,3.66,26.73,7.32,46.89,-1.52,-1.35,0.3
2016,11,14,19.23,1.35,95.8,87.62,28.87,3.44,27.15,6.9,45.93,-1.52,-1.41,0.29
2016,11,15,17.75,1.22,95.78,87.0,26.75,3.54,25.59,6.47,44.97,-1.53,-1.47,0.28
2016,11,16,17.98,0.04,95.74,66.69,27.78,4.85,26.36,6.05,44.01,-1.54,-1.52,0.27
2016,11,17,17.87,0.08,95.77,63.38,27.26,3.45,26.12,5.75,42.59,-1.56,-1.55,0.26
2016,11,18,15.83,0.01,95.69,50.38,25.98,3.26,24.84,5.45,41.17,-1.58,-1.59,0.25
2016,11,19,14.46,0.0,95.63,59.69,25.0,4.02,24.12,5.16,39.75,-1.6,-1.62,0.24
2016,11,20,13.62,0.0,95.68,50.56,24.36,2.71,23.51,4.98,38.44,-1.62,-1.63,0.24
2016,11,21,14.76,0.0,95.69,67.0,25.34,2.9,24.2,4.81,37.13,-1.64,-1.64,0.23
2016,11,22,11.37,0.0,95.65,66.62,25.26,2.19,24.27,4.64,35.81,-1.65,-1.65,0.22
2016,11,23,10.32,0.0,95.65,67.88,25.58,3.12,24.33,4.47,34.62,-1.66,-1.66,0.21
2016,11,24,9.82,0.0,95.69,59.25,24.76,2.85,23.42,4.31,33.44,-1.67,-1.67,0.21
2016,11,25,10.79,0.0,95.67,58.5,24.65,3.02,23.43,4.15,32.25,-1.68,-1.68,0.2
2016,11,26,8.93,0.0,95.71,123.0,25.37,2.65,24.05,4.04,31.19,-1.7,-1.71,0.19
2016,11,27,7.53,0.0,95.69,142.19,25.42,3.66,24.52,3.93,30.12,-1.72,-1.73,0.18
2016,11,28,7.09,0.0,95.71,139.81,25.65,3.52,24.92,3.82,29.06,-1.74,-1.75,0.18
2016,11,29,8.58,0.0,95.78,144.0,25.68,3.31,24.69,5.11,29.89,-1.72,-1.54,0.19
2016,11,30,11.6,0.0,95.83,107.88,23.57,4.05,23.19,6.4,30.73,-1.7,-1.34,0.2
2016,12,1,13.28,2.23,95.67,181.44,23.16,3.89,22.87,7.69,31.56,-1.67,-1.13,0.21
2016,12,2,19.08,5.71,95.69,99.19,24.49,4.09,23.62,6.75,32.88,-1.63,-1.26,0.22
2016,12,3,20.26,2.76,95.84,91.5,24.6,4.05,24.08,5.81,34.19,-1.59,-1.39,0.22
2016,12,4,18.8,0.28,95.96,89.19,26.45,2.36,25.14,4.87,35.51,-1.55,-1.52,0.22
2016,12,5,18.17,0.22,95.85,65.38,26.72,2.75,25.48,4.66,34.64,-1.56,-1.54,0.21
2016,12,6,15.22,0.04,95.81,57.5,25.35,4.05,24.1,4.46,33.76,-1.57,-1.55,0.21
2016,12,7,15.69,0.01,95.81,62.5,25.15,2.23,23.68,4.25,32.88,-1.58,-1.57,0.2
2016,12,8,17.65,0.0,95.74,59.88,26.32,2.87,25.04,6.23,32.35,-1.57,-1.23,0.21
2016,12,9,13.26,0.0,95.58,144.44,27.05,2.33,25.62,8.21,31.82,-1.57,-0.88,0.22
2016,12,10,2.97,0.0,95.53,230.69,25.12,2.07,24.6,10.18,31.29,-1.57,-0.54,0.22
2016,12,11,0.19,0.0,95.44,263.06,22.78,2.2,23.16,10.73,38.8,-1.35,-0.42,0.27
2016,12,12,11.45,20.0,95.25,310.88,24.82,5.83,24.28,11.28,46.3,-1.13,-0.3,0.31
2016,12,13,18.7,14.43,95.32,178.19,23.65,2.31,22.95,11.82,53.81,-0.91,-0.18,0.36
2016,12,14,19.62,3.49,95.66,95.06,24.62,2.96,23.9,10.46,54.74,-0.86,-0.37,0.35
2016,12,15,17.05,0.39,95.81,79.38,24.46,2.26,23.48,9.1,55.68,-0.81,-0.56,0.35
2016,12,16,18.23,0.16,95.92,71.25,24.44,3.38,23.4,7.74,56.61,-0.76,-0.76,0.35
2016,12,17,16.74,0.01,95.94,55.88,24.61,2.91,23.61,7.47,55.37,-0.76,-0.77,0.34
2016,12,18,15.86,0.0,95.91,65.31,24.14,3.03,23.19,7.21,54.12,-0.76,-0.78,0.33
2016,12,19,13.62,0.0,95.87,45.88,23.62,2.73,22.76,6.95,52.88,-0.76,-0.78,0.32
2016,12,20,15.62,0.0,95.86,57.06,24.15,3.73,23.19,6.67,51.32,-0.77,-0.8,0.31
2016,12,21,16.22,0.0,95.92,67.31,24.71,1.55,23.51,6.39,49.75,-0.77,-0.82,0.3
2016,12,22,12.28,0.0,95.84,74.31,23.87,2.31,23.08,6.11,48.19,-0.78,-0.84,0.29
2016,12,23,7.62,0.0,95.73,112.75,21.55,1.73,21.6,5.9,46.56,-0.8,-0.85,0.28
2016,12,24,10.12,0.0,95.64,108.62,22.13,2.77,21.45,5.69,44.92,-0.82,-0.86,0.27
2016,12,25,11.69,0.0,95.74,80.56,22.44,2.79,21.48,5.48,43.29,-0.84,-0.88,0.26
2016,12,26,10.06,0.0,95.74,108.69,22.91,1.93,22.0,5.34,41.84,-0.85,-0.87,0.25
2016,12,27,13.26,0.0,95.73,49.44,23.8,3.23,22.95,5.2,40.4,-0.86,-0.86,0.25
2016,12,28,15.83,0.35,95.79,59.31,24.08,3.27,23.02,5.06,38.95,-0.87,-0.85,0.24
2016,12,29,13.01,0.03,95.87,61.5,23.54,2.43,22.38,4.88,37.71,-0.87,-0.86,0.23
2016,12,30,12.61,0.0,95.93,63.44,23.2,2.31,21.92,4.71,36.47,-0.87,-0.86,0.22
2016,12,31,12.02,0.0,95.86,60.69,22.91,2.4,21.68,4.53,35.23,-0.88,-0.86,0.21
2017,1,1,13.69,0.0,95.85,66.12,23.73,2.09,22.32,4.39,34.07,-0.88,-0.86,0.21
2017,1,2,11.74,0.0,95.9,49.75,24.13,1.81,22.7,4.24,32.91,-0.88,-0.86,0.2
2017,1,3,9.5,0.0,95.86,42.75,23.45,2.55,22.34,4.1,31.76,-0.88,-0.86,0.19
2017,1,4,11.38,0.0,95.8,52.69,24.0,2.8,22.62,3.97,30.73,-0.88,-0.86,0.19
2017,1,5,11.46,0.0,95.79,58.44,24.23,2.41,22.83,3.84,29.7,-0.88,-0.87,0.18
2017,1,6,11.22,0.0,95.74,57.38,24.45,2.71,22.86,3.72,28.68,-0.88,-0.87,0.17
2017,1,7,12.69,0.0,95.61,87.38,25.04,3.04,23.1,3.61,27.78,-0.88,-0.87,0.17
2017,1,8,12.41,0.0,95.57,92.0,24.58,4.77,22.82,3.5,26.89,-0.88,-0.87,0.16
2017,1,9,10.12,0.0,95.62,79.5,24.13,1.67,22.37,3.39,26.0,-0.88,-0.87,0.16
2017,1,10,10.64,0.0,95.67,119.25,24.69,2.63,22.8,3.32,25.27,-0.88,-0.86,0.15
2017,1,11,12.94,0.0,95.71,123.88,25.3,2.88,23.54,3.26,24.54,-0.88,-0.85,0.15
2017,1,12,14.78,0.0,95.66,135.88,25.84,3.34,23.93,3.2,23.81,-0.88,-0.85,0.14
2017,1,13,15.34,0.0,95.68,100.88,26.16,4.26,24.15,3.13,23.25,-0.87,-0.84,0.14
2017,1,14,14.26,0.0,95.82,78.31,25.09,2.95,23.55,3.06,22.69,-0.87,-0.84,0.14
2017,1,15,12.66,0.0,95.95,70.25,24.66,3.12,23.13,2.99,22.13,-0.86,-0.83,0.14
2017,1,16,12.61,0.0,95.92,61.69,25.48,3.22,23.65,2.94,21.64,-0.86,-0.83,0.13
2017,1,17,9.79,0.0,95.92,63.31,24.09,3.99,22.56,2.89,21.14,-0.86,-0.82,0.13
2017,1,18,11.47,0.0,95.98,62.19,23.3,4.09,21.83,2.84,20.65,-0.85,-0.81,0.13
2017,1,19,13.0,0.0,95.99,61.5,24.01,3.23,22.41,2.88,20.44,-0.84,-0.77,0.13
2017,1,20,14.12,0.55,95.97,52.0,24.66,3.81,23.05,2.92,20.22,-0.82,-0.72,0.12
2017,1,21,17.85,1.68,96.0,57.62,24.84,5.11,23.61,2.96,20.01,-0.8,-0.68,0.12
2017,1,22,14.48,0.02,96.09,58.88,25.58,4.3,24.11,2.87,19.7,-0.8,-0.67,0.12
2017,1,23,12.1,0.0,96.06,54.56,24.26,4.76,22.96,2.77,19.4,-0.79,-0.67,0.12
2017,1,24,13.65,0.0,95.98,58.94,25.11,5.05,23.8,2.68,19.09,-0.79,-0.66,0.12
2017,1,25,14.56,0.01,96.01,59.06,25.39,3.88,23.91,3.15,19.52,-0.73,-0.39,0.12
2017,1,26,17.8,3.23,95.99,62.06,24.74,2.59,23.49,3.62,19.96,-0.67,-0.11,0.13
2017,1,27,19.63,2.94,95.89,72.62,25.16,3.89,24.05,4.1,20.4,-0.6,0.16,0.13
2017,1,28,19.3,2.4,95.85,77.62,25.89,3.92,24.55,3.69,20.57,-0.55,-0.03,0.13
2017,1,29,15.86,0.26,95.89,69.94,26.31,3.62,24.9,3.28,20.75,-0.51,-0.21,0.13
2017,1,30,15.02,0.06,95.88,62.0,26.05,3.79,24.46,2.88,20.93,-0.46,-0.4,0.13
2017,1,31,12.08,0.0,95.82,75.94,26.27,3.77,24.49,2.78,20.38,-0.48,-0.43,0.13
2017,2,1,9.26,0.0,95.91,69.81,24.44,3.59,22.8,2.69,19.82,-0.51,-0.45,0.12
2017,2,2,11.2,0.0,96.03,73.75,24.19,3.8,22.52,2.6,19.27,-0.53,-0.48,0.12
2017,2,3,11.75,0.0,96.0,65.69,24.57,2.5,22.74,2.55,18.83,-0.55,-0.48,0.12
2017,2,4,11.7,0.0,95.92,75.38,24.98,3.21,23.28,2.5,18.38,-0.58,-0.48,0.11
2017,2,5,10.96,0.0,95.86,82.88,24.9,2.48,22.94,2.46,17.94,-0.6,-0.48,0.11
2017,2,6,9.48,0.0,95.83,119.94,25.95,3.38,23.82,2.43,17.59,-0.62,-0.47,0.11
2017,2,7,8.14,0.0,95.79,133.56,26.02,4.48,24.26,2.4,17.23,-0.63,-0.47,0.11
2017,2,8,6.47,0.0,95.87,65.06,25.46,3.66,24.06,2.38,16.88,-0.65,-0.46,0.1
2017,2,9,8.78,0.0,95.8,129.56,25.66,3.84,23.81,2.36,16.64,-0.66,-0.44,0.1
2017,2,10,9.89,0.0,95.75,82.44,26.13,4.16,24.0,2.34,16.4,-0.67,-0.43,0.1
2017,2,11,9.95,0.0,95.83,78.12,25.8,3.98,23.55,2.33,16.16,-0.67,-0.42,0.1
2017,2,12,12.3,0.0,96.0,82.69,25.65,3.79,23.51,2.32,16.03,-0.66,-0.4,0.1
2017,2,13,13.45,0.0,96.09,77.75,25.56,3.58,23.62,2.32,15.9,-0.65,-0.38,0.1
2017,2,14,16.26,0.0,96.18,65.62,26.17,5.99,24.58,2.31,15.77,-0.64,-0.36,0.1
2017,2,15,12.79,0.0,96.19,64.12,26.66,4.38,24.87,2.3,15.65,-0.64,-0.35,0.1
2017,2,16,11.02,0.0,96.05,65.44,25.08,4.3,23.39,2.29,15.54,-0.63,-0.35,0.1
2017,2,17,9.58,0.0,95.95,66.31,24.05,5.09,22.64,2.27,15.42,-0.62,-0.34,0.1
2017,2,18,10.08,0.0,96.03,77.62,24.88,4.07,23.4,2.26,15.31,-0.63,-0.34,0.1
2017,2,19,8.84,0.0,95.91,85.31,26.34,2.43,24.96,2.25,15.2,-0.63,-0.34,0.09
2017,2,20,7.73,0.0,95.65,217.94,28.41,2.84,26.58,2.24,15.09,-0.63,-0.33,0.09
2017,2,21,10.09,0.0,95.57,141.81,29.81,3.09,27.69,2.24,15.03,-0.62,-0.36,0.09
2017,2,22,8.62,0.0,95.63,135.94,29.9,4.43,27.9,2.24,14.98,-0.62,-0.39,0.09
2017,2,23,10.75,0.0,95.77,110.19,29.22,4.59,27.02,2.24,14.92,-0.61,-0.42,0.09
2017,2,24,10.58,0.0,95.83,131.56,28.4,6.34,26.8,2.23,14.88,-0.61,-0.41,0.09
2017,2,25,8.81,0.0,95.82,137.75,28.7,5.53,27.08,2.23,14.84,-0.61,-0.39,0.09
2017,2,26,11.65,0.0,95.66,115.62,27.92,4.53,26.23,2.23,14.79,-0.6,-0.37,0.09
2017,2,27,10.35,0.0,95.75,73.12,27.83,5.49,25.96,2.23,14.78,-0.59,-0.34,0.09
2017,2,28,9.36,0.0,95.77,63.88,27.69,4.29,25.77,2.23,14.77,-0.58,-0.31,0.09
2017,3,1,7.35,0.0,95.76,69.56,26.57,3.93,25.05,2.24,14.76,-0.57,-0.28,0.09
2017,3,2,4.51,0.0,95.64,70.81,26.73,3.02,25.12,2.6,14.86,-0.53,-0.14,0.09
2017,3,3,13.63,0.11,95.46,88.38,29.03,4.0,26.58,2.97,14.96,-0.49,-0.01,0.1
2017,3,4,19.12,1.75,95.45,112.69,29.55,3.73,27.04,3.33,15.06,-0.45,0.12,0.1
2017,3,5,18.62,0.85,95.42,122.38,31.23,3.26,28.4,4.04,16.64,-0.24,0.38,0.11
2017,3,6,18.41,0.67,95.4,150.12,31.75,2.94,29.04,4.75,18.22,-0.02,0.65,0.12
2017,3,7,19.12,4.86,95.42,130.75,29.59,2.13,27.94,5.46,19.8,0.19,0.91,0.14
2017,3,8,19.49,1.81,95.4,141.31,30.65,2.45,28.31,5.23,21.32,0.38,0.84,0.14
2017,3,9,19.19,0.49,95.37,158.06,31.48,2.76,28.85,4.99,22.84,0.57,0.76,0.15
2017,3,10,20.49,6.35,95.47,189.56,28.15,3.41,26.45,4.75,24.35,0.76,0.68,0.16
2017,3,11,19.01,0.37,95.54,196.25,30.23,2.66,27.94,5.35,25.02,0.84,0.9,0.16
2017,3,12,18.05,0.0,95.56,162.62,31.09,3.53,28.58,5.95,25.68,0.93,1.12,0.17
2017,3,13,18.96,4.37,95.61,148.62,31.48,4.18,28.89,6.56,26.35,1.01,1.34,0.18
2017,3,14,20.73,9.21,95.67,123.62,28.28,3.33,26.66,5.64,27.23,1.1,0.98,0.18
2017,3,15,18.97,1.84,95.75,105.38,28.34,2.81,26.65,4.72,28.12,1.2,0.61,0.18
2017,3,16,18.01,0.96,95.71,129.06,28.19,2.46,26.32,3.8,29.0,1.3,0.25,0.18
2017,3,17,18.91,0.66,95.64,144.62,30.27,1.73,27.74,3.75,28.12,1.16,0.23,0.17
2017,3,18,18.01,0.19,95.67,159.69,31.28,3.63,28.67,3.7,27.23,1.03,0.21,0.17
2017,3,19,17.06,0.0,95.69,122.31,32.32,4.75,29.49,3.64,26.35,0.9,0.18,0.16
2017,3,20,17.94,0.94,95.67,161.88,31.92,2.53,29.41,3.44,25.63,0.8,0.11,0.16
2017,3,21,18.69,1.91,95.74,145.12,30.78,2.41,28.6,3.24,24.9,0.69,0.04,0.15
2017,3,22,16.25,0.0,95.73,95.0,30.76,2.97,28.57,3.04,24.18,0.59,-0.03,0.15
2017,3,23,13.21,0.0,95.69,92.38,30.44,3.48,28.13,2.91,23.2,0.46,-0.08,0.14
2017,3,24,10.99,0.0,95.67,113.0,29.82,5.62,27.72,2.78,22.22,0.33,-0.13,0.14
2017,3,25,9.79,0.0,95.7,93.44,29.6,5.54,28.03,2.65,21.24,0.21,-0.18,0.13
2017,3,26,10.98,0.0,95.71,123.5,29.65,6.8,28.23,2.6,20.49,0.11,-0.2,0.12
2017,3,27,10.44,0.0,95.77,103.44,29.34,5.03,27.65,2.54,19.74,0.02,-0.23,0.12
2017,3,28,12.4,0.0,95.77,127.25,30.73,4.23,28.33,2.49,19.0,-0.07,-0.26,0.12
2017,3,29,11.44,0.0,95.69,116.69,31.21,5.31,29.05,2.44,18.44,-0.15,-0.27,0.11
2017,3,30,11.89,0.0,95.69,130.0,31.69,3.57,29.15,2.4,17.89,-0.22,-0.28,0.11
2017,3,31,15.4,0.0,95.78,110.25,31.22,3.97,29.13,2.36,17.33,-0.3,-0.29,0.11
2017,4,1,12.83,0.0,95.67,138.56,32.48,3.38,29.97,2.34,16.96,-0.33,-0.31,0.1
2017,4,2,11.71,0.0,95.55,144.75,32.94,4.5,30.4,2.33,16.6,-0.36,-0.32,0.1
2017,4,3,14.59,0.0,95.58,136.62,33.57,4.09,30.73,2.31,16.23,-0.39,-0.33,0.1
2017,4,4,16.79,0.21,95.61,136.38,34.21,4.09,31.15,2.32,16.1,-0.4,-0.33,0.1
2017,4,5,16.5,2.09,95.54,149.12,33.79,2.76,31.05,2.33,15.98,-0.41,-0.34,0.1
2017,4,6,17.21,1.39,95.46,142.5,34.01,3.02,31.34,2.35,15.85,-0.42,-0.34,0.1
2017,4,7,15.69,2.08,95.46,138.31,33.41,2.95,31.11,2.33,15.74,-0.43,-0.35,0.1
2017,4,8,16.02,0.0,95.44,129.75,33.58,3.48,31.13,2.31,15.63,-0.44,-0.36,0.1
2017,4,9,15.06,0.0,95.47,131.44,33.58,3.86,31.01,2.28,15.51,-0.45,-0.36,0.1
2017,4,10,14.95,0.08,95.36,145.06,34.72,3.43,31.74,2.28,15.43,-0.46,-0.38,0.1
2017,4,11,15.35,0.98,95.33,115.88,34.76,5.27,32.12,2.28,15.34,-0.47,-0.39,0.1
2017,4,12,15.85,0.05,95.4,113.75,34.55,5.65,31.93,2.27,15.25,-0.48,-0.4,0.1
2017,4,13,14.62,0.07,95.46,107.56,33.9,5.12,31.17,2.27,15.17,-0.49,-0.41,0.09
2017,4,14,11.01,0.01,95.41,111.38,33.64,4.36,31.28,2.26,15.09,-0.5,-0.42,0.09
2017,4,15,10.69,0.0,95.24,135.44,34.3,4.08,31.95,2.26,15.01,-0.52,-0.43,0.09
2017,4,16,14.95,0.37,95.24,159.31,36.14,6.04,33.0,2.53,15.06,-0.52,-0.37,0.1
2017,4,17,17.08,3.38,95.34,229.38,36.01,3.17,33.35,2.79,15.12,-0.53,-0.31,0.1
2017,4,18,16.44,0.13,95.32,248.0,35.45,3.41,33.37,3.06,15.17,-0.54,-0.25,0.1
2017,4,19,17.06,0.28,95.35,209.5,36.45,3.35,33.55,3.08,15.98,-0.49,-0.26,0.1
2017,4,20,18.11,2.03,95.34,210.62,36.15,3.4,33.19,3.1,16.8,-0.45,-0.26,0.11
2017,4,21,20.9,10.52,95.44,287.06,32.23,3.48,30.49,3.12,17.61,-0.4,-0.26,0.11
2017,4,22,21.28,5.96,95.42,271.75,30.9,3.78,29.73,3.09,17.75,-0.41,-0.3,0.11
2017,4,23,19.55,0.09,95.36,265.75,33.23,4.79,31.51,3.06,17.89,-0.42,-0.34,0.11
2017,4,24,18.84,0.41,95.37,200.75,33.94,4.33,32.2,3.02,18.02,-0.42,-0.38,0.11
2017,4,25,19.7,1.38,95.44,179.5,32.93,3.65,31.11,2.86,18.1,-0.45,-0.43,0.11
2017,4,26,20.84,0.55,95.5,209.81,30.48,1.09,29.64,2.71,18.17,-0.47,-0.49,0.11
2017,4,27,17.69,0.01,95.5,156.19,32.17,1.81,30.51,2.55,18.24,-0.5,-0.54,0.11
2017,4,28,15.21,0.04,95.49,177.12,34.38,3.05,31.51,2.66,18.15,-0.52,-0.54,0.11
2017,4,29,16.33,2.01,95.51,157.75,35.16,1.48,32.4,2.77,18.06,-0.55,-0.54,0.11
2017,4,30,16.42,0.6,95.5,207.12,35.06,5.09,32.16,2.88,17.97,-0.58,-0.54,0.11
2017,5,1,18.88,4.34,95.6,159.44,31.84,2.86,30.0,2.79,18.0,-0.61,-0.58,0.11
2017,5,2,18.87,8.68,95.68,129.5,30.93,3.73,29.37,2.7,18.03,-0.63,-0.62,0.11
2017,5,3,18.89,0.92,95.65,135.19,31.8,3.56,29.44,2.61,18.06,-0.66,-0.66,0.11
2017,5,4,18.04,0.0,95.6,138.19,32.8,3.41,30.38,3.09,18.17,-0.67,-0.6,0.12
2017,5,5,19.02,0.1,95.55,147.0,34.13,4.17,31.31,3.57,18.28,-0.69,-0.54,0.12
