Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SUSM,SSM,SMP,SSMA,SUSMA
2016,8,31,24.34,1.86,97.85,238.56,28.36,3.08,27.85,44.47,11.57,0.49,0.44,0.66
2016,9,1,24.04,9.56,97.93,247.25,28.23,2.23,27.74,43.35,10.97,0.47,0.35,0.59
2016,9,2,22.98,0.09,97.96,227.94,27.05,2.46,26.59,42.22,10.38,0.46,0.26,0.53
2016,9,3,22.15,0.0,97.97,214.19,26.16,3.38,25.68,39.98,9.56,0.43,0.14,0.39
2016,9,4,22.07,0.0,98.11,208.12,26.04,2.85,25.55,37.75,8.74,0.4,0.01,0.25
2016,9,5,22.08,0.0,98.18,216.5,26.23,2.65,25.8,35.51,7.92,0.37,-0.12,0.1
2016,9,6,21.98,0.0,98.22,216.75,26.18,3.47,25.73,33.45,7.46,0.35,-0.18,0.01
2016,9,7,21.98,0.0,98.2,219.19,26.27,3.66,25.8,31.38,6.99,0.33,-0.23,-0.09
2016,9,8,21.78,0.01,98.32,220.56,26.29,2.52,25.72,29.32,6.53,0.3,-0.28,-0.19
2016,9,9,21.48,0.0,98.41,214.56,26.16,2.66,25.62,27.8,6.2,0.29,-0.31,-0.23
2016,9,10,21.27,0.0,98.31,209.44,25.88,3.58,25.4,26.28,5.86,0.27,-0.34,-0.28
2016,9,11,21.15,0.0,98.21,213.31,26.01,2.23,25.42,24.76,5.53,0.26,-0.36,-0.32
2016,9,12,21.59,0.0,98.22,213.38,26.65,1.77,26.05,23.52,5.26,0.25,-0.37,-0.34
2016,9,13,21.46,0.0,98.33,213.19,27.38,1.52,26.69,22.28,4.99,0.23,-0.38,-0.36
2016,9,14,21.78,0.0,98.31,194.69,28.8,2.25,28.44,21.03,4.72,0.22,-0.39,-0.38
2016,9,15,21.43,0.0,98.17,171.69,29.18,1.11,29.2,19.95,4.48,0.21,-0.41,-0.4
2016,9,16,21.18,0.0,98.07,190.44,29.51,1.23,29.76,18.87,4.25,0.2,-0.42,-0.42
2016,9,17,21.29,0.0,97.96,194.12,29.26,2.05,29.16,17.78,4.01,0.19,-0.43,-0.43
2016,9,18,22.03,0.0,97.99,181.5,30.02,2.31,29.78,16.93,3.87,0.18,-0.44,-0.45
2016,9,19,22.67,0.0,98.04,222.31,29.29,2.83,28.7,16.08,3.72,0.17,-0.45,-0.46
2016,9,20,21.9,0.0,97.98,222.69,28.98,2.46,28.51,15.23,3.58,0.16,-0.46,-0.47
2016,9,21,22.59,0.0,98.18,224.31,28.85,2.34,28.15,14.64,3.48,0.16,-0.47,-0.48
2016,9,22,21.98,0.0,98.27,225.88,29.72,3.43,28.89,14.04,3.38,0.15,-0.48,-0.5
2016,9,23,21.0,0.0,98.07,242.38,29.3,1.72,28.66,13.44,3.28,0.15,-0.48,-0.51
2016,9,24,20.98,0.0,97.93,245.44,28.75,2.0,28.32,13.01,3.21,0.14,-0.48,-0.52
2016,9,25,20.21,0.0,98.02,246.81,28.51,1.59,27.94,12.58,3.13,0.14,-0.49,-0.53
2016,9,26,20.17,0.0,98.22,244.5,28.4,1.52,27.76,12.15,3.06,0.13,-0.49,-0.54
2016,9,27,20.61,0.0,98.31,238.38,28.29,1.73,27.65,11.84,3.01,0.13,-0.48,-0.52
2016,9,28,19.88,0.0,98.23,230.0,27.68,1.61,27.11,11.52,2.96,0.13,-0.46,-0.5
2016,9,29,19.55,0.0,98.19,225.94,27.11,2.17,26.47,11.21,2.92,0.13,-0.45,-0.48
2016,9,30,19.85,0.0,98.2,248.56,28.01,1.98,27.21,11.45,3.19,0.13,-0.24,-0.38
2016,10,1,20.8,0.46,98.21,190.0,28.44,1.8,28.05,11.68,3.46,0.14,-0.03,-0.29
2016,10,2,22.97,3.92,98.41,102.94,28.29,3.68,27.85,11.92,3.72,0.14,0.18,-0.2
2016,10,3,23.23,1.57,98.26,115.12,29.89,2.81,29.62,12.65,3.87,0.15,0.32,0.0
2016,10,4,23.17,10.85,98.13,268.69,29.49,2.15,29.08,13.38,4.02,0.16,0.46,0.21
2016,10,5,22.6,6.81,98.14,209.06,27.8,1.56,27.24,14.11,4.17,0.16,0.6,0.41
2016,10,6,21.69,3.6,98.27,148.19,28.11,2.3,27.33,14.23,4.02,0.16,0.52,0.45
2016,10,7,20.71,0.0,98.37,179.81,28.1,2.21,27.58,14.34,3.87,0.16,0.44,0.49
2016,10,8,20.62,0.0,98.36,235.44,28.28,1.52,27.84,14.46,3.72,0.16,0.36,0.54
2016,10,9,20.48,0.03,98.3,227.0,27.97,2.51,27.58,13.93,3.56,0.16,0.26,0.45
2016,10,10,18.86,0.0,98.31,220.75,26.56,2.2,26.05,13.4,3.4,0.15,0.17,0.36
2016,10,11,17.6,0.0,98.39,220.19,25.89,2.82,25.46,12.88,3.25,0.14,0.08,0.27
2016,10,12,16.08,0.0,98.4,221.0,25.49,2.91,25.12,12.32,3.14,0.14,0.01,0.16
2016,10,13,15.81,0.0,98.56,228.69,25.3,3.16,25.44,11.76,3.03,0.13,-0.05,0.05
2016,10,14,14.55,0.0,98.62,230.44,25.19,2.31,25.77,11.2,2.92,0.13,-0.11,-0.05
2016,10,15,14.58,0.0,98.67,214.31,26.13,0.71,27.12,10.96,2.88,0.12,-0.12,-0.07
2016,10,16,15.36,0.0,98.74,248.38,26.87,2.23,27.68,10.72,2.84,0.12,-0.13,-0.09
2016,10,17,14.39,0.0,98.7,246.88,26.33,1.84,26.74,10.49,2.79,0.12,-0.14,-0.11
2016,10,18,13.9,0.0,98.58,254.62,25.49,1.16,25.63,10.28,2.76,0.12,-0.15,-0.14
2016,10,19,13.12,0.0,98.52,232.12,24.23,2.04,24.58,10.07,2.72,0.12,-0.16,-0.17
2016,10,20,13.25,0.0,98.42,215.75,23.61,1.9,23.9,9.86,2.69,0.11,-0.17,-0.19
2016,10,21,15.54,0.0,98.5,215.62,24.26,2.12,24.11,9.79,2.68,0.11,-0.15,-0.18
2016,10,22,15.49,0.0,98.64,212.62,24.41,2.53,24.48,9.72,2.68,0.11,-0.13,-0.16
2016,10,23,15.63,0.0,98.63,222.88,24.65,2.42,24.48,9.65,2.68,0.11,-0.1,-0.14
2016,10,24,16.35,0.0,98.55,221.81,24.37,3.07,24.02,9.57,2.66,0.11,-0.11,-0.15
2016,10,25,16.5,0.0,98.56,215.81,24.67,3.18,24.32,9.48,2.64,0.11,-0.12,-0.17
2016,10,26,15.02,0.0,98.77,240.19,24.95,1.91,25.41,9.4,2.62,0.11,-0.12,-0.18
2016,10,27,11.69,0.0,99.02,193.56,24.65,1.34,26.78,9.35,2.62,0.11,-0.11,-0.17
2016,10,28,8.51,0.0,98.83,172.56,23.13,2.02,24.77,9.31,2.61,0.11,-0.1,-0.16
2016,10,29,10.29,0.0,98.71,200.69,23.77,2.62,25.54,9.27,2.61,0.11,-0.09,-0.15
2016,10,30,9.87,0.0,98.89,99.06,23.46,1.89,25.23,9.22,2.59,0.11,-0.12,-0.15
2016,10,31,9.08,0.0,99.15,122.56,22.67,1.81,24.87,9.18,2.57,0.11,-0.14,-0.16
2016,11,1,7.55,0.0,99.11,156.0,22.65,1.37,25.23,9.14,2.55,0.11,-0.16,-0.16
2016,11,2,8.27,0.0,99.06,90.94,21.44,1.68,22.57,9.05,2.54,0.11,-0.18,-0.19
2016,11,3,8.68,0.0,99.1,99.69,21.0,1.91,21.86,8.97,2.52,0.1,-0.2,-0.22
2016,11,4,7.5,0.0,98.88,191.88,20.74,2.23,23.2,8.88,2.51,0.1,-0.22,-0.25
2016,11,5,7.41,0.0,98.65,229.19,20.95,2.8,23.49,8.89,2.52,0.1,-0.22,-0.26
2016,11,6,8.24,0.0,98.72,226.06,21.02,2.61,22.05,8.89,2.52,0.1,-0.23,-0.27
2016,11,7,5.69,0.0,98.94,236.5,20.48,1.45,21.84,8.9,2.53,0.1,-0.23,-0.28
2016,11,8,4.08,0.0,99.0,191.44,19.8,1.88,22.19,8.9,2.53,0.1,-0.24,-0.28
2016,11,9,4.51,0.0,99.07,223.06,20.0,1.14,22.08,8.9,2.53,0.1,-0.24,-0.29
2016,11,10,5.4,0.0,98.96,228.56,20.29,1.35,22.08,8.91,2.52,0.1,-0.25,-0.3
2016,11,11,7.19,0.0,98.86,213.25,20.46,1.41,21.88,8.91,2.53,0.1,-0.25,-0.3
2016,11,12,6.51,0.0,98.98,228.44,20.61,1.73,22.3,8.92,2.54,0.1,-0.25,-0.31
2016,11,13,2.06,0.0,99.2,129.31,18.58,2.48,19.4,8.93,2.55,0.1,-0.25,-0.32
2016,11,14,3.16,0.0,99.18,155.0,17.83,2.63,18.7,8.97,2.56,0.11,-0.26,-0.31
2016,11,15,4.44,0.0,99.13,62.62,17.48,1.21,18.46,9.0,2.56,0.11,-0.26,-0.31
2016,11,16,4.3,0.0,99.19,68.62,18.51,2.36,19.48,9.04,2.56,0.11,-0.26,-0.31
2016,11,17,4.98,0.0,99.23,77.88,19.17,2.23,20.48,8.99,2.55,0.11,-0.27,-0.33
2016,11,18,4.06,0.0,99.05,215.62,19.19,2.36,21.66,8.95,2.54,0.1,-0.28,-0.35
2016,11,19,3.54,0.0,98.81,205.12,18.9,1.71,22.03,8.9,2.53,0.1,-0.29,-0.36
2016,11,20,4.32,0.0,98.8,195.62,19.47,1.98,21.8,8.92,2.54,0.1,-0.29,-0.36
2016,11,21,5.29,0.0,98.87,205.5,19.75,1.45,21.65,8.93,2.55,0.1,-0.28,-0.37
2016,11,22,5.48,0.0,98.87,217.19,19.61,1.26,21.53,8.95,2.56,0.1,-0.28,-0.37
2016,11,23,4.94,0.0,98.85,221.88,19.9,2.41,22.83,9.01,2.58,0.11,-0.28,-0.36
2016,11,24,3.54,0.0,98.99,111.56,20.34,2.55,22.29,9.07,2.59,0.11,-0.28,-0.35
2016,11,25,2.68,0.0,99.01,61.06,20.06,1.75,21.3,9.13,2.6,0.11,-0.28,-0.34
2016,11,26,1.48,0.0,99.02,119.94,19.64,1.41,21.32,9.11,2.6,0.11,-0.29,-0.36
2016,11,27,0.81,0.0,99.03,193.69,19.87,2.12,22.27,9.1,2.59,0.11,-0.3,-0.38
2016,11,28,-0.44,0.0,98.94,197.81,19.83,2.21,23.33,9.09,2.59,0.11,-0.31,-0.39
2016,11,29,0.17,0.0,98.96,199.06,20.37,2.25,23.18,9.13,2.61,0.11,-0.32,-0.39
2016,11,30,1.12,0.0,99.0,210.12,20.11,2.3,22.87,9.17,2.63,0.11,-0.33,-0.38
2016,12,1,2.3,0.0,99.06,64.19,20.66,2.95,22.06,9.22,2.65,0.11,-0.34,-0.37
2016,12,2,3.7,0.0,99.27,51.44,19.71,1.28,19.8,9.26,2.64,0.11,-0.34,-0.36
2016,12,3,4.51,0.0,99.39,98.81,19.26,2.09,19.7,9.3,2.63,0.11,-0.35,-0.36
2016,12,4,2.87,0.0,99.41,109.38,18.9,2.6,19.46,9.34,2.63,0.11,-0.36,-0.36
2016,12,5,1.59,0.0,99.25,99.25,19.09,2.52,20.11,9.32,2.63,0.11,-0.37,-0.38
2016,12,6,1.98,0.0,99.23,101.06,19.69,1.81,21.01,9.29,2.63,0.11,-0.37,-0.4
2016,12,7,1.42,0.0,99.15,84.44,19.95,1.61,22.19,9.27,2.63,0.11,-0.38,-0.42
2016,12,8,1.13,0.0,99.02,210.06,19.73,1.88,22.15,9.32,2.65,0.11,-0.35,-0.4
2016,12,9,1.2,0.0,98.84,210.19,19.84,1.9,21.1,9.38,2.67,0.11,-0.32,-0.37
2016,12,10,6.58,0.0,98.77,215.88,21.36,3.7,21.44,9.43,2.69,0.11,-0.29,-0.35
2016,12,11,6.12,0.0,98.82,190.75,20.88,1.93,21.92,9.44,2.69,0.11,-0.29,-0.36
2016,12,12,3.51,0.0,98.84,213.44,20.05,1.91,21.25,9.45,2.7,0.11,-0.28,-0.36
2016,12,13,4.12,0.0,98.94,134.56,19.93,2.45,20.54,9.46,2.7,0.11,-0.28,-0.37
2016,12,14,5.13,0.0,99.13,44.25,20.13,2.74,19.49,9.5,2.71,0.11,-0.27,-0.35
2016,12,15,3.89,0.0,99.13,173.5,19.87,3.08,19.81,9.54,2.72,0.11,-0.26,-0.33
2016,12,16,2.86,0.0,99.21,223.75,19.3,2.46,20.45,9.58,2.72,0.11,-0.24,-0.3
2016,12,17,1.77,0.0,99.23,210.12,18.25,2.36,20.4,9.62,2.73,0.11,-0.24,-0.28
2016,12,18,0.93,0.0,99.19,144.0,18.58,2.51,19.75,9.66,2.74,0.11,-0.23,-0.26
2016,12,19,1.8,0.0,99.26,181.94,18.89,3.04,18.92,9.7,2.75,0.11,-0.22,-0.24
2016,12,20,-1.16,0.0,99.22,65.75,18.36,1.71,18.97,9.65,2.73,0.11,-0.25,-0.28
2016,12,21,-4.04,0.0,99.26,148.25,17.87,3.36,18.54,9.6,2.71,0.11,-0.28,-0.33
2016,12,22,-5.6,0.0,99.16,183.38,17.96,1.87,20.44,9.56,2.69,0.11,-0.32,-0.38
2016,12,23,-4.35,0.0,98.92,218.56,17.98,2.74,20.87,9.57,2.71,0.11,-0.3,-0.37
2016,12,24,-2.95,0.0,98.66,252.25,17.88,2.88,19.78,9.58,2.72,0.11,-0.28,-0.36
2016,12,25,-5.3,0.0,99.02,110.12,16.34,2.45,16.8,9.6,2.73,0.11,-0.26,-0.35
2016,12,26,-4.17,0.0,99.3,82.69,15.08,1.05,15.74,9.6,2.72,0.11,-0.26,-0.34
2016,12,27,-5.02,0.0,99.19,94.56,16.9,2.66,18.15,9.6,2.71,0.11,-0.27,-0.33
2016,12,28,-2.87,0.0,99.09,206.25,18.43,2.6,20.09,9.6,2.7,0.11,-0.28,-0.32
2016,12,29,-2.99,0.0,99.07,204.5,18.82,1.59,21.72,9.59,2.71,0.11,-0.26,-0.31
2016,12,30,-0.45,0.0,99.02,220.38,19.42,1.91,21.5,9.57,2.71,0.11,-0.23,-0.3
2016,12,31,1.83,0.0,98.9,203.0,19.21,1.45,20.09,9.56,2.72,0.11,-0.2,-0.29
2017,1,1,-0.33,0.0,99.07,91.94,16.88,1.41,16.83,9.65,2.75,0.11,-0.17,-0.24
2017,1,2,1.72,0.0,99.32,63.62,16.44,1.85,16.31,9.75,2.77,0.11,-0.13,-0.18
2017,1,3,1.82,0.0,99.24,184.12,17.1,4.03,18.06,9.85,2.8,0.12,-0.09,-0.12
2017,1,4,0.49,0.0,99.05,234.38,16.76,3.55,18.69,9.88,2.81,0.12,-0.07,-0.1
2017,1,5,1.12,0.0,98.93,203.75,17.14,2.3,18.22,9.9,2.82,0.12,-0.04,-0.08
2017,1,6,4.9,0.0,98.74,256.31,17.32,3.7,18.33,9.93,2.83,0.12,-0.02,-0.06
2017,1,7,3.16,0.0,98.6,220.12,16.22,4.26,16.87,9.92,2.83,0.12,-0.02,-0.07
2017,1,8,0.0,0.0,98.81,47.69,15.69,1.7,14.99,9.91,2.83,0.12,-0.02,-0.07
2017,1,9,3.01,0.0,99.02,30.88,15.2,1.56,14.51,9.89,2.83,0.12,-0.02,-0.08
2017,1,10,-7.47,0.0,99.18,64.06,13.08,1.82,12.53,9.88,2.82,0.12,-0.06,-0.1
2017,1,11,-12.09,0.0,99.19,56.88,12.3,1.94,12.19,9.87,2.81,0.12,-0.11,-0.12
2017,1,12,-11.47,0.0,99.06,81.12,12.64,3.34,12.6,9.86,2.8,0.12,-0.16,-0.14
2017,1,13,-12.29,0.0,99.06,108.75,13.52,2.18,13.35,9.76,2.77,0.11,-0.19,-0.19
2017,1,14,-9.74,0.0,99.02,136.94,14.89,5.09,15.15,9.67,2.74,0.11,-0.23,-0.25
2017,1,15,-3.68,0.05,99.13,216.81,15.92,2.6,15.83,9.57,2.72,0.11,-0.27,-0.3
2017,1,16,-1.44,0.0,99.2,148.38,15.58,3.0,14.65,9.55,2.71,0.11,-0.27,-0.32
2017,1,17,-3.88,0.0,99.29,47.0,14.19,1.52,13.39,9.52,2.71,0.11,-0.28,-0.34
2017,1,18,-4.34,0.0,99.44,70.38,15.46,3.35,14.8,9.5,2.7,0.11,-0.29,-0.36
2017,1,19,-4.16,0.0,99.68,51.75,14.94,3.47,14.49,9.45,2.68,0.11,-0.31,-0.38
2017,1,20,-2.73,0.0,99.62,49.44,15.57,2.98,14.93,9.4,2.66,0.11,-0.34,-0.41
2017,1,21,-0.11,0.0,99.44,120.38,16.61,2.74,16.42,9.35,2.63,0.11,-0.36,-0.44
2017,1,22,4.09,0.0,99.44,172.12,19.28,2.52,18.96,9.76,3.35,0.12,0.44,-0.27
2017,1,23,5.03,0.0,99.31,160.88,20.12,1.51,19.66,10.17,4.07,0.13,1.24,-0.1
2017,1,24,6.64,0.0,99.12,167.25,21.23,2.2,21.21,10.58,4.8,0.14,2.04,0.06
2017,1,25,6.47,0.01,99.12,167.75,21.1,5.83,20.3,12.31,4.68,0.16,1.88,0.83
2017,1,26,9.37,9.24,99.3,195.81,15.17,4.01,14.79,14.05,4.57,0.17,1.71,1.59
2017,1,27,6.41,0.0,99.45,35.69,14.56,2.3,14.28,15.78,4.45,0.19,1.55,2.36
2017,1,28,5.01,0.0,99.43,72.06,15.32,2.05,14.86,14.96,4.13,0.18,1.26,2.03
2017,1,29,3.92,0.0,99.23,148.75,16.97,2.99,16.83,14.14,3.81,0.16,0.96,1.71
2017,1,30,2.47,0.0,99.05,202.0,17.49,2.54,18.5,13.32,3.49,0.15,0.67,1.38
2017,1,31,2.48,0.0,98.99,151.56,18.62,3.84,19.72,12.73,3.35,0.15,0.53,1.14
2017,2,1,3.66,0.0,99.11,60.56,18.71,2.35,18.15,12.14,3.21,0.14,0.39,0.9
2017,2,2,4.26,0.0,99.2,142.12,19.76,3.55,19.33,11.54,3.07,0.13,0.25,0.67
2017,2,3,3.46,0.0,99.04,177.94,19.98,4.74,20.29,11.26,3.02,0.13,0.2,0.55
2017,2,4,5.47,0.0,98.67,208.56,20.77,5.27,20.58,10.98,2.97,0.13,0.16,0.43
2017,2,5,0.4,0.0,98.91,267.81,18.08,3.01,18.01,10.69,2.93,0.12,0.11,0.32
2017,2,6,-5.99,0.0,99.22,52.12,15.5,1.52,15.19,10.5,2.88,0.12,0.06,0.24
2017,2,7,-5.76,0.0,99.13,124.56,16.92,3.48,15.98,10.3,2.83,0.12,0.02,0.16
2017,2,8,-5.12,0.0,99.02,191.19,17.43,3.58,17.01,10.1,2.78,0.12,-0.02,0.07
2017,2,9,-4.77,0.0,99.18,95.0,17.54,2.05,17.15,9.99,2.76,0.12,-0.03,0.03
2017,2,10,-5.27,0.0,99.08,66.75,16.78,2.48,16.12,9.88,2.73,0.11,-0.04,-0.01
2017,2,11,-5.31,0.0,99.0,68.94,17.88,1.98,17.32,9.76,2.7,0.11,-0.05,-0.04
2017,2,12,-2.75,0.0,99.31,77.44,18.87,3.15,17.87,9.68,2.68,0.11,-0.08,-0.07
2017,2,13,-3.47,0.0,99.59,53.06,18.63,2.49,18.12,9.6,2.65,0.11,-0.12,-0.09
2017,2,14,-5.34,0.0,99.63,59.44,19.93,1.84,19.23,9.52,2.62,0.11,-0.15,-0.12
2017,2,15,-2.25,0.0,99.5,77.75,22.17,3.85,21.76,9.48,2.62,0.11,-0.15,-0.11
2017,2,16,4.46,0.0,99.29,169.56,24.33,2.14,23.81,9.43,2.61,0.11,-0.14,-0.11
2017,2,17,2.69,0.0,99.19,148.75,24.24,2.74,23.98,9.39,2.61,0.11,-0.13,-0.11
2017,2,18,2.72,0.0,99.22,222.44,24.95,2.47,24.64,9.36,2.6,0.11,-0.14,-0.12
2017,2,19,1.59,0.0,98.99,197.56,24.97,2.98,25.0,9.32,2.6,0.11,-0.14,-0.13
2017,2,20,2.73,0.0,98.43,261.19,23.4,5.41,22.74,9.28,2.59,0.11,-0.15,-0.14
2017,2,21,-10.36,0.0,98.42,281.38,19.9,4.73,20.96,9.17,2.57,0.11,-0.18,-0.2
2017,2,22,-12.23,0.0,98.73,166.81,19.9,3.27,20.31,9.06,2.54,0.11,-0.2,-0.26
2017,2,23,-12.06,0.0,99.05,152.19,19.57,2.77,18.87,8.95,2.52,0.1,-0.23,-0.32
2017,2,24,-9.92,0.0,99.24,123.44,20.81,3.41,20.56,8.93,2.51,0.1,-0.24,-0.33
2017,2,25,-5.62,0.0,99.13,203.25,23.05,3.99,23.15,8.91,2.51,0.1,-0.25,-0.34
2017,2,26,-1.64,0.0,98.88,152.81,24.08,2.44,23.36,8.88,2.5,0.1,-0.26,-0.34
2017,2,27,-2.46,0.0,98.79,193.0,24.72,4.19,25.2,8.91,2.5,0.1,-0.24,-0.31
2017,2,28,0.6,0.0,98.87,247.81,25.4,2.99,24.93,8.93,2.51,0.1,-0.22,-0.27
2017,3,1,4.18,0.0,98.82,196.56,26.01,3.56,24.64,8.96,2.51,0.1,-0.19,-0.24
2017,3,2,3.22,0.0,98.67,147.44,25.81,3.8,24.06,8.9,2.5,0.1,-0.21,-0.26
2017,3,3,-0.45,0.0,98.59,37.25,24.09,2.42,22.71,8.84,2.49,0.1,-0.22,-0.29
2017,3,4,-4.78,0.0,98.57,43.19,23.45,2.84,21.83,8.77,2.48,0.1,-0.24,-0.31
2017,3,5,-6.34,0.0,98.64,157.19,23.31,2.25,22.31,8.76,2.48,0.1,-0.23,-0.31
2017,3,6,-5.32,0.0,98.54,161.5,24.79,3.87,23.84,8.75,2.49,0.1,-0.22,-0.31
2017,3,7,-1.38,1.41,98.32,214.12,24.25,2.56,23.69,8.73,2.49,0.1,-0.2,-0.31
2017,3,8,5.91,0.03,98.31,285.0,24.73,3.64,23.73,8.78,2.5,0.1,-0.2,-0.27
2017,3,9,5.87,0.0,98.23,198.81,25.54,1.92,23.8,8.83,2.5,0.1,-0.2,-0.22
2017,3,10,1.76,0.0,98.13,199.69,24.99,7.92,23.83,8.88,2.51,0.1,-0.2,-0.18
2017,3,11,-9.6,0.0,98.58,283.12,20.01,4.36,18.93,8.81,2.49,0.1,-0.23,-0.23
2017,3,12,-12.39,0.0,98.93,160.31,19.77,2.33,19.4,8.74,2.46,0.1,-0.26,-0.29
2017,3,13,-12.23,0.0,98.92,188.88,20.5,2.8,20.44,8.66,2.44,0.1,-0.29,-0.34
2017,3,14,-7.06,0.0,98.98,94.75,22.44,3.69,21.54,8.66,2.55,0.1,-0.13,-0.34
2017,3,15,-5.42,0.0,98.86,211.25,25.57,2.44,24.82,8.66,2.66,0.1,0.03,-0.34
2017,3,16,0.28,0.0,98.7,268.31,25.5,4.88,25.02,8.66,2.77,0.1,0.19,-0.34
2017,3,17,1.89,0.0,98.61,162.75,26.5,3.03,25.29,8.88,2.73,0.11,0.13,-0.17
2017,3,18,7.64,1.49,98.48,197.81,27.76,4.35,26.67,9.1,2.7,0.11,0.08,-0.0
2017,3,19,13.53,10.91,98.74,194.62,25.84,3.42,24.9,9.32,2.66,0.11,0.02,0.16
2017,3,20,10.76,0.0,98.87,99.19,25.69,1.83,25.72,9.27,2.61,0.11,-0.03,0.12
2017,3,21,7.91,0.0,98.83,193.06,26.77,2.15,27.81,9.22,2.57,0.11,-0.09,0.09
2017,3,22,7.32,0.0,98.7,228.12,27.6,1.45,27.3,9.17,2.52,0.11,-0.15,0.05
2017,3,23,7.64,0.0,98.65,266.62,27.68,3.12,27.14,9.04,2.5,0.11,-0.18,-0.03
2017,3,24,6.3,0.0,98.63,209.69,28.83,1.73,28.28,8.91,2.47,0.1,-0.22,-0.11
2017,3,25,5.51,0.0,98.6,202.06,29.55,2.32,29.69,8.79,2.44,0.1,-0.25,-0.2
2017,3,26,5.33,0.0,98.71,242.88,31.09,1.88,31.01,8.73,2.44,0.1,-0.24,-0.23
2017,3,27,4.96,0.0,98.68,215.25,32.15,2.37,32.0,8.67,2.44,0.1,-0.23,-0.26
2017,3,28,3.64,0.0,98.6,256.75,32.23,4.76,32.26,8.61,2.45,0.1,-0.23,-0.3
2017,3,29,1.8,0.0,98.49,253.69,31.48,1.84,30.26,8.62,2.45,0.1,-0.22,-0.29
2017,3,30,2.55,0.0,98.46,233.81,31.15,1.79,29.99,8.62,2.45,0.1,-0.21,-0.28
2017,3,31,2.57,0.0,98.56,236.62,30.7,3.0,29.63,8.62,2.44,0.1,-0.2,-0.27
2017,4,1,3.97,0.0,98.41,246.12,31.22,1.9,29.64,8.59,2.43,0.1,-0.22,-0.28
2017,4,2,5.7,0.0,98.25,250.38,31.8,2.95,30.54,8.56,2.42,0.1,-0.23,-0.3
2017,4,3,7.48,0.0,98.22,243.81,32.8,2.7,31.15,8.52,2.41,0.1,-0.25,-0.31
2017,4,4,10.14,0.0,98.24,224.75,33.01,2.98,31.37,8.5,2.41,0.1,-0.25,-0.33
2017,4,5,9.41,0.0,97.97,218.19,33.47,5.76,32.21,8.47,2.41,0.1,-0.24,-0.34
2017,4,6,7.3,0.0,98.03,246.38,29.5,5.96,28.11,8.45,2.41,0.1,-0.24,-0.36
2017,4,7,-8.06,0.0,98.41,266.75,26.9,4.04,26.19,8.44,2.41,0.1,-0.24,-0.36
2017,4,8,-11.85,0.0,98.67,172.81,26.99,2.27,25.67,8.44,2.41,0.1,-0.24,-0.36
2017,4,9,-7.21,0.0,98.78,28.38,27.77,2.58,26.33,8.44,2.4,0.1,-0.24,-0.36
2017,4,10,-5.56,0.0,98.65,168.88,29.94,3.14,28.7,8.39,2.4,0.1,-0.24,-0.39
2017,4,11,-4.92,0.0,98.51,239.25,30.73,3.06,30.76,8.34,2.4,0.1,-0.24,-0.41
2017,4,12,-5.17,0.0,98.39,293.25,31.87,5.0,32.24,8.3,2.39,0.1,-0.24,-0.44
2017,4,13,-2.33,0.0,98.33,261.69,32.97,1.51,32.41,8.3,2.39,0.1,-0.24,-0.44
2017,4,14,-0.24,0.0,98.14,257.81,34.13,2.95,33.05,8.3,2.39,0.1,-0.25,-0.43
2017,4,15,4.12,0.0,98.04,257.62,34.84,2.9,33.58,8.29,2.39,0.1,-0.25,-0.43
2017,4,16,5.34,0.0,98.08,259.25,35.59,1.95,34.06,8.32,2.39,0.1,-0.24,-0.41
2017,4,17,3.68,0.0,98.24,254.75,36.08,2.76,34.32,8.36,2.39,0.1,-0.24,-0.39
2017,4,18,3.94,0.0,98.2,240.62,35.15,1.87,33.24,8.39,2.39,0.1,-0.23,-0.37
2017,4,19,9.24,0.0,97.96,229.12,34.88,2.47,32.83,8.35,2.39,0.1,-0.24,-0.38
2017,4,20,8.64,0.0,97.81,229.06,35.58,4.1,33.73,8.32,2.38,0.1,-0.24,-0.4
2017,4,21,7.55,0.0,97.87,227.94,34.8,5.65,33.4,8.28,2.38,0.1,-0.25,-0.41
2017,4,22,8.59,0.0,98.05,229.69,34.47,3.3,32.26,9.12,2.76,0.11,0.1,-0.01
2017,4,23,11.2,0.0,98.15,233.56,33.24,3.63,31.08,9.95,3.15,0.12,0.45,0.4
2017,4,24,12.66,3.46,98.24,252.12,32.31,3.9,30.36,10.78,3.53,0.14,0.8,0.81
2017,4,25,10.4,0.0,98.29,241.38,32.04,4.16,30.33,10.56,3.43,0.13,0.72,0.69
2017,4,26,4.94,0.0,98.29,232.38,32.02,3.91,30.41,10.33,3.33,0.13,0.64,0.58
2017,4,27,9.37,0.0,98.39,233.5,32.97,3.95,31.07,10.1,3.23,0.12,0.57,0.47
2017,4,28,9.51,0.03,98.29,234.0,34.13,3.16,31.78,10.38,3.08,0.13,0.39,0.55
2017,4,29,13.2,1.84,98.24,232.94,33.6,4.68,31.82,10.65,2.92,0.13,0.22,0.63
2017,4,30,8.98,0.0,98.21,255.5,33.79,3.2,32.32,10.92,2.76,0.13,0.04,0.71
2017,5,1,4.14,0.0,98.31,65.94,34.93,3.7,33.0,10.31,2.66,0.12,-0.06,0.43
