Year,MO,DY,T2M,T2MDEW,TS,PRECTOTCORR,WS10M,PS,WD10M,SSM,SUSM,SSMA,SMP,SUSMA
2017,8,27,27.15,25.58,27.11,30.6,3.03,98.37,115.69,22.16,100.07,-0.51,0.93,-0.25
2017,8,28,27.01,25.69,26.89,20.7,5.55,98.48,102.38,22.63,102.35,-0.3,0.95,0.18
2017,8,29,27.1,25.58,27.01,10.58,4.3,98.73,137.56,23.36,102.24,-0.03,0.96,0.17
2017,8,30,27.55,25.47,27.68,0.64,2.91,98.83,166.06,24.08,102.14,0.23,0.96,0.16
2017,8,31,27.49,25.81,27.44,2.34,2.67,98.81,200.31,24.81,102.03,0.5,0.97,0.15
2017,9,1,27.27,26.05,27.13,15.85,2.48,98.73,197.06,23.67,101.95,0.13,0.96,0.15
2017,9,2,27.19,25.61,26.98,18.0,2.24,98.7,245.06,22.53,101.86,-0.24,0.95,0.15
2017,9,3,27.78,25.12,27.67,8.87,2.55,98.79,274.19,21.4,101.78,-0.61,0.94,0.15
2017,9,4,28.34,24.91,28.24,0.26,2.09,98.88,259.0,20.81,99.64,-0.82,0.92,-0.15
2017,9,5,29.01,25.07,29.25,0.01,1.55,98.86,220.44,20.23,97.5,-1.02,0.9,-0.45
2017,9,6,28.5,25.57,28.56,0.47,1.55,98.88,197.56,19.65,95.37,-1.23,0.88,-0.75
2017,9,7,27.88,25.72,27.84,1.85,2.06,98.93,206.75,20.47,94.59,-0.94,0.88,-0.86
2017,9,8,28.32,25.73,28.29,3.88,2.14,98.94,226.19,21.3,93.81,-0.65,0.88,-0.98
2017,9,9,27.55,25.93,27.4,5.74,2.83,98.85,212.44,22.12,93.03,-0.36,0.88,-1.1
2017,9,10,27.73,26.08,27.64,1.3,3.08,98.98,217.94,23.11,96.15,-0.01,0.91,-0.65
2017,9,11,27.78,25.97,27.69,3.53,2.39,99.05,236.5,24.09,99.27,0.34,0.94,-0.2
2017,9,12,27.99,25.78,28.05,4.99,1.68,99.09,157.0,25.08,102.38,0.69,0.97,0.25
2017,9,13,26.14,24.94,25.92,7.49,2.65,99.07,183.12,24.64,102.78,0.54,0.97,0.31
2017,9,14,27.33,25.26,27.29,9.44,1.86,98.97,166.56,24.21,103.18,0.4,0.97,0.36
2017,9,15,27.83,25.2,28.11,2.89,1.53,98.86,139.5,23.77,103.58,0.26,0.97,0.42
2017,9,16,28.5,25.73,28.54,0.06,1.86,98.75,166.62,24.29,104.22,0.43,0.98,0.5
2017,9,17,28.8,26.08,28.71,14.33,1.58,98.65,209.44,24.8,104.87,0.61,0.99,0.58
2017,9,18,27.24,25.42,27.23,25.82,2.52,98.64,147.56,25.32,105.51,0.78,1.0,0.67
2017,9,19,27.06,25.23,27.12,5.95,2.69,98.58,104.56,25.19,105.38,0.74,1.0,0.65
2017,9,20,26.62,25.46,26.46,12.64,5.11,98.6,137.88,25.06,105.24,0.69,1.0,0.63
2017,9,21,27.01,25.32,26.95,1.25,3.25,98.83,147.56,24.93,105.1,0.65,0.99,0.61
2017,9,22,27.62,25.65,27.58,1.22,2.76,98.89,173.75,24.14,104.22,0.44,0.98,0.53
2017,9,23,28.08,25.75,28.13,3.03,2.33,99.02,210.0,23.34,103.33,0.24,0.97,0.45
2017,9,24,28.58,25.58,28.1,3.38,1.27,98.94,195.19,22.54,102.44,0.04,0.95,0.36
2017,9,25,28.83,25.32,28.45,3.6,1.34,98.8,238.81,23.19,102.11,0.21,0.96,0.34
2017,9,26,27.86,25.42,27.65,4.12,1.74,98.86,207.25,23.83,101.78,0.38,0.96,0.32
2017,9,27,27.9,25.25,27.83,6.75,2.13,98.96,182.44,24.48,101.46,0.56,0.96,0.3
2017,9,28,27.29,24.83,27.31,14.33,2.24,98.9,174.06,24.77,102.76,0.65,0.97,0.41
2017,9,29,26.91,24.87,26.97,16.12,2.28,98.88,194.5,25.06,104.06,0.75,0.99,0.52
2017,9,30,26.87,24.97,26.98,8.35,2.54,99.11,177.0,25.35,105.36,0.85,1.0,0.63
2017,10,1,26.55,24.87,26.67,10.68,2.28,99.11,170.06,25.35,105.4,0.86,1.0,0.66
2017,10,2,26.65,25.0,26.66,4.45,2.27,98.96,168.31,25.34,105.44,0.88,1.0,0.68
2017,10,3,26.88,25.15,26.85,3.78,1.88,99.02,166.56,25.34,105.48,0.89,1.0,0.7
2017,10,4,27.29,24.77,27.32,2.07,1.38,99.12,159.25,25.34,105.45,0.91,1.0,0.72
2017,10,5,27.72,25.15,27.41,1.22,2.01,99.11,153.62,25.35,105.43,0.94,1.0,0.73
2017,10,6,27.32,25.08,27.19,2.16,1.86,99.11,209.81,25.35,105.41,0.96,1.0,0.75
2017,10,7,27.47,24.94,27.69,6.12,1.63,99.07,170.69,25.31,105.43,0.98,1.0,0.78
2017,10,8,26.66,24.92,26.69,11.63,2.36,99.0,85.25,25.26,105.45,0.99,1.0,0.8
2017,10,9,26.26,24.7,26.25,24.77,3.99,98.88,44.19,25.22,105.47,1.01,1.0,0.82
2017,10,10,25.81,24.15,25.73,59.62,3.09,98.8,202.19,24.9,105.15,0.98,0.99,0.83
2017,10,11,26.83,24.94,26.8,3.89,2.82,98.89,166.56,24.58,104.82,0.95,0.99,0.84
2017,10,12,27.28,25.19,27.26,0.5,2.14,98.9,205.5,24.26,104.5,0.92,0.98,0.85
2017,10,13,27.31,25.3,27.28,4.32,2.63,98.8,219.12,23.09,103.05,0.75,0.96,0.81
2017,10,14,27.92,23.75,27.35,1.63,1.71,98.82,279.75,21.91,101.6,0.58,0.94,0.77
2017,10,15,27.8,22.68,27.12,0.0,1.56,98.88,254.19,20.74,100.15,0.41,0.92,0.73
2017,10,16,26.58,19.99,25.47,0.0,1.45,98.94,236.12,22.13,100.5,0.68,0.94,0.78
2017,10,17,26.23,19.98,24.92,0.0,1.43,98.98,175.88,23.51,100.86,0.94,0.95,0.83
2017,10,18,26.13,23.53,25.8,6.64,2.54,99.03,110.94,24.9,101.21,1.21,0.96,0.88
2017,10,19,25.92,24.68,25.8,6.26,3.95,99.06,81.88,24.33,102.28,1.16,0.97,0.95
2017,10,20,25.4,24.67,25.12,90.47,8.16,98.67,76.0,23.77,103.35,1.11,0.97,1.03
2017,10,21,25.81,24.59,25.62,31.06,4.69,98.47,216.62,23.2,104.42,1.06,0.97,1.1
2017,10,22,25.17,21.66,24.72,0.03,2.54,99.04,266.06,22.92,103.52,1.07,0.96,1.1
2017,10,23,24.14,18.73,23.22,0.0,2.05,99.18,247.44,22.65,102.61,1.08,0.95,1.1
2017,10,24,25.01,21.58,24.44,0.0,2.52,99.38,243.75,22.38,101.7,1.09,0.94,1.1
2017,10,25,25.88,21.85,25.15,1.62,1.95,99.67,206.88,21.61,99.91,1.04,0.92,1.08
2017,10,26,25.26,20.13,24.37,0.04,1.27,99.79,147.88,20.85,98.11,0.98,0.9,1.06
2017,10,27,24.68,19.33,23.58,0.0,1.7,99.66,241.25,20.08,96.32,0.93,0.88,1.04
2017,10,28,23.57,17.57,22.11,0.0,1.45,99.66,196.94,19.66,94.15,0.92,0.86,1.02
2017,10,29,23.93,18.26,22.61,0.34,0.99,99.78,152.5,19.24,91.98,0.91,0.84,1.0
2017,10,30,23.01,17.98,22.08,0.63,1.35,99.76,213.31,18.82,89.81,0.9,0.82,0.98
2017,10,31,21.87,17.89,21.64,0.05,1.48,99.69,159.31,18.22,87.66,0.85,0.8,0.95
2017,11,1,22.27,18.97,21.89,0.0,1.27,99.77,119.25,17.63,85.51,0.8,0.78,0.92
2017,11,2,22.86,18.87,21.85,0.0,1.58,99.63,111.75,17.04,83.36,0.75,0.76,0.9
2017,11,3,22.89,18.74,21.6,0.0,1.31,99.62,118.44,16.5,81.17,0.72,0.74,0.87
2017,11,4,23.32,19.53,22.29,0.0,1.8,99.73,272.06,15.95,78.98,0.69,0.72,0.84
2017,11,5,23.61,20.62,23.59,0.0,2.02,99.7,143.75,15.41,76.78,0.66,0.7,0.81
2017,11,6,23.83,20.65,23.2,0.0,2.23,99.67,107.56,14.94,74.52,0.64,0.68,0.78
2017,11,7,23.33,19.48,22.39,0.0,1.97,99.69,308.0,14.48,72.26,0.62,0.66,0.76
2017,11,8,22.45,17.83,21.44,0.0,2.06,99.67,338.25,14.02,69.99,0.6,0.63,0.73
2017,11,9,22.61,16.64,20.86,0.0,1.52,99.56,248.25,13.64,67.99,0.6,0.62,0.71
2017,11,10,22.42,17.22,20.95,0.0,1.55,99.6,210.25,13.25,65.98,0.59,0.6,0.69
2017,11,11,22.35,17.48,21.12,0.0,1.67,99.64,248.88,12.87,63.97,0.58,0.58,0.68
2017,11,12,21.82,17.15,20.8,0.0,2.09,99.5,308.0,14.72,63.27,1.0,0.59,0.71
2017,11,13,21.79,17.33,20.55,0.0,2.33,99.41,221.81,16.56,62.57,1.42,0.6,0.75
2017,11,14,21.8,17.34,20.44,0.0,1.52,99.45,191.69,18.4,61.86,1.84,0.61,0.79
2017,11,15,20.58,19.14,20.27,5.45,2.06,99.54,143.62,17.13,63.53,1.66,0.61,0.94
2017,11,16,21.12,19.59,21.15,3.65,1.89,99.59,85.06,15.86,65.19,1.48,0.61,1.09
2017,11,17,22.19,20.27,22.36,3.34,2.08,99.51,82.88,14.59,66.85,1.3,0.62,1.24
2017,11,18,23.44,21.26,23.25,0.61,1.53,99.52,166.31,14.01,65.48,1.24,0.6,1.24
2017,11,19,23.8,20.03,22.97,0.0,1.84,99.58,264.69,13.43,64.12,1.18,0.59,1.25
2017,11,20,21.83,18.07,21.26,0.0,2.84,99.65,310.56,12.85,62.75,1.12,0.57,1.25
2017,11,21,19.12,13.5,18.3,0.0,3.73,99.67,311.5,12.56,61.19,1.11,0.56,1.24
2017,11,22,18.13,11.92,17.03,0.0,2.88,99.57,318.94,12.26,59.62,1.1,0.54,1.22
2017,11,23,16.72,11.24,15.85,0.0,2.96,99.56,314.5,11.97,58.06,1.09,0.53,1.2
2017,11,24,16.67,10.19,15.51,0.0,2.79,99.69,312.75,11.62,56.56,1.06,0.51,1.18
2017,11,25,17.11,9.65,15.48,0.0,2.13,99.83,320.81,11.27,55.07,1.04,0.5,1.16
2017,11,26,17.12,10.68,15.61,0.0,2.42,99.89,302.12,10.93,53.57,1.01,0.48,1.14
2017,11,27,16.94,10.47,15.51,0.0,2.61,99.67,296.25,10.65,52.12,0.98,0.47,1.11
2017,11,28,17.29,9.84,15.55,0.0,2.67,99.7,311.44,10.37,50.66,0.96,0.46,1.08
2017,11,29,18.05,9.21,15.3,0.0,1.59,99.88,315.94,10.09,49.21,0.93,0.44,1.05
2017,11,30,17.84,9.5,15.22,0.0,1.75,99.8,293.12,9.88,48.04,0.88,0.43,1.03
2017,12,1,17.5,10.55,15.41,0.0,2.09,99.77,236.75,9.68,46.87,0.84,0.42,1.0
2017,12,2,17.87,11.76,15.82,0.0,2.06,99.87,246.69,9.48,45.7,0.79,0.41,0.98
2017,12,3,17.28,11.89,15.7,0.0,2.2,99.87,181.25,9.27,44.71,0.75,0.4,0.94
2017,12,4,17.52,10.85,15.55,0.0,1.72,99.76,234.19,9.07,43.72,0.7,0.4,0.9
2017,12,5,17.87,10.62,15.69,0.0,1.47,99.7,286.94,8.86,42.72,0.66,0.39,0.86
2017,12,6,17.44,11.23,15.8,0.0,1.84,99.6,212.56,9.03,42.09,0.7,0.38,0.83
2017,12,7,18.91,13.21,17.37,0.0,2.11,99.62,279.5,9.2,41.46,0.75,0.38,0.8
2017,12,8,19.12,14.94,18.43,0.08,2.34,99.69,170.75,9.37,40.82,0.8,0.38,0.78
2017,12,9,20.09,17.78,19.88,2.97,2.68,99.6,151.06,9.15,40.89,0.75,0.38,0.79
2017,12,10,20.85,19.44,20.95,3.67,3.58,99.6,181.81,8.94,40.96,0.69,0.38,0.81
2017,12,11,21.4,18.62,20.9,0.32,2.2,99.68,312.94,8.72,41.03,0.63,0.38,0.82
2017,12,12,21.26,16.92,19.79,0.0,1.61,99.77,260.56,8.46,40.15,0.57,0.37,0.77
2017,12,13,19.83,14.96,18.88,0.0,2.66,99.81,311.75,8.2,39.27,0.5,0.36,0.72
2017,12,14,19.71,14.57,18.55,0.0,2.55,99.93,313.19,7.94,38.39,0.44,0.35,0.66
2017,12,15,18.81,14.04,17.82,0.0,2.74,100.01,308.75,7.84,37.61,0.41,0.34,0.62
2017,12,16,17.9,13.58,17.33,0.0,3.51,100.09,318.88,7.74,36.84,0.38,0.34,0.57
2017,12,17,15.52,10.29,14.87,0.0,3.69,100.18,321.44,7.64,36.07,0.35,0.33,0.52
2017,12,18,13.88,7.64,12.99,0.0,3.07,100.19,331.81,7.48,35.36,0.3,0.32,0.47
2017,12,19,14.68,8.8,13.23,0.0,1.7,100.2,253.69,7.32,34.66,0.25,0.32,0.42
2017,12,20,16.68,13.16,15.45,0.0,1.38,100.24,238.12,7.16,33.96,0.2,0.31,0.38
2017,12,21,18.01,14.96,17.11,0.0,1.61,100.17,211.0,7.0,33.2,0.15,0.3,0.32
2017,12,22,18.01,15.4,17.21,0.0,2.23,99.98,317.31,6.84,32.44,0.11,0.3,0.27
2017,12,23,17.62,11.18,16.0,0.0,2.09,99.79,321.88,6.68,31.68,0.06,0.29,0.22
2017,12,24,16.12,9.53,14.68,0.0,2.23,99.8,324.0,6.59,31.17,0.04,0.28,0.18
2017,12,25,15.53,9.37,14.41,0.0,2.91,99.8,318.69,6.5,30.65,0.01,0.28,0.14
2017,12,26,14.06,8.51,13.38,0.0,3.52,99.91,314.62,6.41,30.13,-0.01,0.28,0.11
2017,12,27,14.82,9.06,13.76,0.0,2.95,99.93,303.62,6.26,29.49,-0.05,0.27,0.06
2017,12,28,15.4,7.7,13.4,0.0,2.38,99.88,332.62,6.11,28.85,-0.09,0.26,0.02
2017,12,29,16.52,7.8,13.5,0.0,1.41,99.96,245.62,5.96,28.21,-0.12,0.26,-0.02
2017,12,30,16.86,9.08,14.12,0.0,1.59,99.92,259.81,5.85,27.62,-0.14,0.25,-0.06
2017,12,31,16.29,10.15,14.64,0.0,2.58,99.75,325.25,5.73,27.03,-0.16,0.25,-0.09
2018,1,1,15.99,8.88,14.65,0.0,2.26,99.6,299.69,5.61,26.44,-0.17,0.24,-0.12
2018,1,2,14.3,8.55,13.56,0.0,3.89,99.54,326.38,5.52,26.0,-0.18,0.24,-0.13
2018,1,3,13.47,7.48,12.51,0.0,3.42,99.67,317.0,5.43,25.56,-0.19,0.23,-0.14
2018,1,4,12.13,5.43,11.08,0.0,3.19,99.84,291.06,5.34,25.11,-0.2,0.23,-0.15
2018,1,5,12.33,5.22,10.93,0.0,2.83,99.71,325.75,5.19,24.49,-0.23,0.22,-0.17
2018,1,6,12.24,5.14,11.11,0.0,2.95,99.6,319.56,5.04,23.86,-0.25,0.22,-0.2
2018,1,7,13.05,4.59,11.01,0.0,2.7,99.74,311.38,4.89,23.24,-0.28,0.21,-0.22
2018,1,8,12.87,5.41,10.99,0.0,2.6,99.93,323.5,4.77,22.7,-0.3,0.21,-0.24
2018,1,9,11.75,5.29,10.63,0.0,3.1,100.07,323.0,4.64,22.16,-0.32,0.2,-0.26
2018,1,10,12.17,5.08,10.71,0.0,2.87,100.08,314.06,4.52,21.62,-0.34,0.2,-0.28
2018,1,11,12.26,5.32,10.63,0.0,2.57,99.96,233.81,4.41,21.1,-0.36,0.19,-0.3
2018,1,12,13.36,5.99,11.31,0.0,1.87,99.85,236.38,4.3,20.58,-0.37,0.19,-0.32
2018,1,13,14.09,5.9,12.04,0.0,2.18,99.79,279.31,4.18,20.06,-0.39,0.18,-0.34
2018,1,14,12.94,6.16,11.72,0.0,2.96,99.91,325.25,4.06,19.5,-0.42,0.18,-0.37
2018,1,15,13.35,6.25,11.86,0.0,3.09,99.82,309.38,3.93,18.95,-0.44,0.17,-0.39
2018,1,16,13.91,6.18,12.15,0.0,2.77,99.76,257.19,3.81,18.4,-0.47,0.17,-0.42
2018,1,17,14.48,5.91,12.4,0.0,2.41,99.78,316.38,3.71,17.94,-0.48,0.16,-0.43
2018,1,18,13.64,4.85,11.92,0.0,2.88,99.77,311.31,3.62,17.48,-0.49,0.16,-0.45
2018,1,19,14.23,5.73,12.49,0.0,2.67,99.84,317.62,3.53,17.03,-0.51,0.15,-0.47
2018,1,20,15.53,7.82,13.58,0.0,2.86,99.73,311.25,3.44,16.6,-0.52,0.15,-0.48
2018,1,21,15.29,8.12,13.74,0.0,2.49,99.72,313.19,3.35,16.17,-0.53,0.15,-0.5
2018,1,22,14.67,6.58,13.11,0.0,2.73,99.62,316.62,3.26,15.74,-0.55,0.14,-0.52
2018,1,23,15.73,6.6,13.43,0.0,2.09,99.5,247.81,3.22,15.4,-0.55,0.14,-0.53
2018,1,24,16.74,10.93,15.9,0.0,2.79,99.34,269.56,3.19,15.07,-0.55,0.14,-0.54
2018,1,25,17.07,9.83,15.76,0.0,2.86,99.45,258.69,3.15,14.73,-0.55,0.14,-0.55
2018,1,26,15.5,8.26,14.39,0.0,2.69,99.57,318.81,3.09,14.5,-0.56,0.13,-0.55
2018,1,27,15.8,6.11,13.58,0.0,2.58,99.63,311.75,3.03,14.27,-0.57,0.13,-0.56
2018,1,28,15.45,4.96,13.28,0.0,1.88,99.76,234.69,2.97,14.04,-0.58,0.13,-0.57
2018,1,29,15.39,5.88,13.22,0.0,2.52,99.85,299.62,2.95,13.81,-0.58,0.13,-0.58
2018,1,30,15.37,6.73,13.92,0.0,3.19,99.7,295.06,2.92,13.57,-0.58,0.12,-0.59
2018,1,31,16.21,8.44,15.35,0.0,3.17,99.55,262.31,2.89,13.34,-0.58,0.12,-0.6
2018,2,1,16.44,9.92,15.05,0.0,2.27,99.58,256.62,2.87,13.23,-0.58,0.12,-0.6
2018,2,2,18.42,9.36,16.17,0.0,2.32,99.59,255.31,2.85,13.11,-0.58,0.12,-0.6
2018,2,3,19.57,10.44,17.28,0.0,1.31,99.69,243.0,2.84,12.99,-0.58,0.12,-0.6
2018,2,4,20.15,11.83,18.42,0.0,2.21,99.67,246.69,2.86,12.95,-0.54,0.12,-0.59
2018,2,5,20.46,12.5,18.86,0.0,1.87,99.94,246.12,2.89,12.92,-0.5,0.12,-0.57
2018,2,6,19.44,10.31,18.15,0.0,2.62,99.82,292.62,2.92,12.88,-0.46,0.12,-0.55
2018,2,7,19.58,11.48,18.48,0.0,2.88,99.57,285.56,2.94,12.93,-0.42,0.12,-0.53
2018,2,8,20.34,10.76,18.94,0.0,3.11,99.5,292.75,2.95,12.98,-0.39,0.12,-0.5
2018,2,9,20.44,11.14,19.01,0.02,2.3,99.53,253.94,2.96,13.03,-0.36,0.12,-0.47
2018,2,10,20.3,10.54,18.58,0.04,2.75,99.85,312.19,3.01,13.04,-0.34,0.12,-0.46
2018,2,11,19.32,7.34,17.17,0.0,1.7,100.03,279.44,3.05,13.05,-0.33,0.12,-0.45
2018,2,12,18.46,8.16,17.58,0.0,2.96,100.13,281.25,3.1,13.06,-0.31,0.12,-0.44
2018,2,13,18.73,11.24,18.48,0.01,2.67,100.21,289.12,3.03,13.12,-0.34,0.12,-0.44
2018,2,14,19.3,14.12,19.14,0.01,3.76,100.15,307.12,2.96,13.18,-0.36,0.12,-0.43
2018,2,15,18.67,7.97,17.49,0.0,3.08,100.2,260.44,2.89,13.24,-0.38,0.12,-0.42
2018,2,16,19.0,8.03,17.42,0.0,2.55,99.98,315.75,2.84,13.03,-0.4,0.12,-0.44
2018,2,17,19.85,10.99,18.46,0.0,2.63,99.59,306.38,2.78,12.83,-0.43,0.12,-0.47
2018,2,18,20.92,10.3,19.19,0.0,2.06,99.53,248.94,2.73,12.63,-0.45,0.12,-0.49
2018,2,19,21.19,11.49,19.74,0.0,1.48,99.59,218.06,2.69,12.46,-0.46,0.12,-0.51
2018,2,20,22.4,11.94,20.35,0.0,1.36,99.58,212.81,2.66,12.28,-0.48,0.11,-0.53
2018,2,21,22.23,11.25,20.38,0.0,1.52,99.42,300.44,2.63,12.11,-0.49,0.11,-0.56
2018,2,22,22.48,9.59,20.16,0.0,1.6,99.37,259.94,2.67,12.03,-0.47,0.11,-0.57
2018,2,23,22.65,12.49,21.65,0.0,2.56,99.42,221.44,2.71,11.96,-0.46,0.11,-0.57
2018,2,24,24.19,12.96,22.59,0.0,1.34,99.64,223.56,2.74,11.89,-0.44,0.11,-0.58
2018,2,25,24.73,13.53,23.22,0.03,1.73,99.61,246.44,2.68,11.85,-0.47,0.11,-0.58
2018,2,26,23.8,13.68,22.82,2.04,2.49,99.49,257.88,2.61,11.8,-0.49,0.11,-0.59
2018,2,27,22.76,11.75,21.83,0.01,2.52,99.53,312.31,2.54,11.76,-0.51,0.11,-0.59
2018,2,28,22.8,11.47,21.3,0.0,1.76,99.51,270.25,2.51,11.6,-0.52,0.11,-0.6
2018,3,1,23.76,11.76,22.06,0.0,2.41,99.42,276.25,2.48,11.44,-0.53,0.11,-0.62
2018,3,2,24.4,13.08,23.4,0.0,2.63,99.26,257.56,2.45,11.28,-0.55,0.11,-0.63
2018,3,3,24.59,12.35,23.56,0.0,3.52,99.03,273.94,2.46,11.21,-0.54,0.11,-0.64
2018,3,4,25.23,10.47,23.88,0.0,2.45,99.14,247.5,2.48,11.14,-0.54,0.11,-0.64
2018,3,5,24.35,11.13,23.82,0.0,4.12,99.38,315.44,2.5,11.08,-0.54,0.1,-0.65
2018,3,6,24.35,13.15,23.95,0.08,3.21,99.43,304.06,2.46,10.96,-0.55,0.1,-0.67
2018,3,7,23.26,6.73,22.33,0.0,2.85,99.56,248.88,2.42,10.84,-0.57,0.1,-0.68
2018,3,8,23.83,7.17,22.3,0.0,1.68,99.62,269.12,2.38,10.72,-0.58,0.1,-0.7
2018,3,9,24.03,8.31,22.6,0.0,2.56,99.53,307.94,2.37,10.64,-0.59,0.1,-0.71
2018,3,10,24.28,7.71,22.9,0.0,2.78,99.46,281.38,2.36,10.54,-0.59,0.1,-0.72
2018,3,11,24.91,8.58,23.8,0.0,2.68,99.48,261.31,2.35,10.46,-0.59,0.1,-0.74
2018,3,12,24.63,11.21,24.14,0.0,2.42,99.45,245.56,2.37,10.43,-0.58,0.1,-0.73
2018,3,13,25.86,9.96,24.9,0.05,2.8,99.35,261.88,2.4,10.4,-0.57,0.1,-0.73
2018,3,14,25.77,8.7,24.39,0.0,2.64,99.27,305.5,2.42,10.37,-0.56,0.1,-0.72
2018,3,15,26.09,10.01,25.38,0.0,1.93,99.18,209.69,2.41,10.45,-0.56,0.1,-0.7
2018,3,16,27.3,14.44,27.11,0.03,2.91,99.1,251.81,2.4,10.54,-0.55,0.1,-0.68
2018,3,17,27.2,14.33,27.43,1.07,3.09,99.25,234.31,2.39,10.62,-0.54,0.1,-0.66
2018,3,18,26.57,12.66,26.47,0.0,1.65,99.45,226.19,2.38,10.56,-0.54,0.1,-0.65
2018,3,19,26.02,6.76,25.1,0.0,2.15,99.58,305.56,2.36,10.5,-0.53,0.1,-0.65
2018,3,20,26.31,5.04,24.98,0.0,1.91,99.34,279.62,2.35,10.44,-0.52,0.1,-0.64
2018,3,21,27.11,7.3,26.22,0.0,1.54,99.22,256.31,2.35,10.4,-0.51,0.1,-0.64
2018,3,22,27.48,13.07,28.06,0.0,2.45,98.99,211.25,2.35,10.37,-0.51,0.1,-0.63
2018,3,23,28.28,15.37,28.9,0.0,1.38,99.04,195.62,2.36,10.33,-0.5,0.1,-0.63
2018,3,24,28.23,15.3,28.76,0.5,0.94,99.4,195.0,2.36,10.35,-0.5,0.1,-0.63
2018,3,25,28.46,13.84,28.93,0.29,1.29,99.56,234.5,2.36,10.36,-0.5,0.1,-0.63
2018,3,26,27.64,12.43,27.27,5.05,2.63,99.43,291.06,2.37,10.37,-0.5,0.1,-0.62
2018,3,27,27.6,8.62,27.4,0.0,1.46,99.26,242.81,2.37,10.37,-0.5,0.1,-0.62
2018,3,28,28.27,9.76,27.88,0.0,1.34,99.2,207.44,2.37,10.36,-0.51,0.1,-0.62
2018,3,29,27.73,12.58,28.35,0.0,2.63,99.11,197.25,2.37,10.35,-0.51,0.1,-0.62
2018,3,30,28.43,14.49,29.9,0.02,3.12,99.02,161.31,3.51,11.67,0.04,0.12,-0.43
2018,3,31,27.98,18.49,29.48,0.73,2.95,99.17,151.0,4.65,12.99,0.59,0.14,-0.23
2018,4,1,26.87,19.81,28.34,8.76,2.6,99.3,127.44,5.79,14.31,1.13,0.16,-0.04
2018,4,2,25.68,17.79,26.77,4.47,2.53,99.4,157.56,4.9,14.62,0.7,0.15,0.03
2018,4,3,26.87,16.33,28.54,0.0,2.46,99.27,188.56,4.01,14.94,0.27,0.15,0.09
2018,4,4,28.05,18.23,29.8,0.0,3.32,99.08,183.5,3.12,15.25,-0.16,0.14,0.16
2018,4,5,28.59,19.33,30.23,0.44,3.48,98.91,163.62,4.45,15.76,0.31,0.16,0.22
2018,4,6,28.74,19.9,30.7,0.26,2.84,99.06,138.5,5.79,16.27,0.79,0.17,0.29
2018,4,7,25.71,22.72,26.05,16.15,2.46,99.32,113.31,7.12,16.78,1.26,0.18,0.35
2018,4,8,27.11,19.84,28.15,5.24,2.26,99.38,209.06,6.46,18.64,0.98,0.19,0.58
2018,4,9,26.92,20.76,27.45,15.13,3.45,99.38,178.81,5.79,20.49,0.7,0.2,0.8
2018,4,10,27.01,20.02,27.55,12.56,3.15,99.22,194.81,5.13,22.35,0.42,0.21,1.03
2018,4,11,27.83,20.08,28.19,7.15,2.4,99.15,195.5,4.75,21.9,0.28,0.21,0.89
2018,4,12,27.94,19.86,28.37,11.98,2.63,99.08,214.81,4.37,21.46,0.14,0.2,0.75
2018,4,13,28.0,18.84,28.1,9.69,3.23,99.14,237.69,3.99,21.02,0.01,0.19,0.61
2018,4,14,29.12,18.82,29.87,0.13,2.7,99.03,219.56,3.74,19.85,-0.08,0.18,0.45
2018,4,15,28.79,14.42,29.02,0.48,2.67,99.06,237.94,3.48,18.68,-0.16,0.17,0.28
2018,4,16,29.42,15.36,30.05,0.0,2.0,99.12,226.06,3.22,17.52,-0.25,0.16,0.12
2018,4,17,30.61,19.57,31.98,0.34,2.82,99.1,170.12,3.08,16.5,-0.31,0.15,-0.01
2018,4,18,30.13,19.57,31.48,1.93,3.24,98.99,188.75,2.93,15.49,-0.36,0.14,-0.14
2018,4,19,30.95,17.3,32.18,0.05,2.27,98.77,226.94,2.78,14.47,-0.42,0.13,-0.28
2018,4,20,30.76,18.2,32.4,0.02,2.81,98.76,178.25,2.75,13.92,-0.43,0.13,-0.34
2018,4,21,31.9,19.32,33.41,1.67,2.56,98.73,159.19,2.72,13.37,-0.45,0.12,-0.41
2018,4,22,31.41,20.39,32.37,3.67,1.91,98.91,108.31,2.68,12.82,-0.47,0.12,-0.47
2018,4,23,30.79,14.29,31.6,0.0,2.11,99.05,228.94,2.75,12.47,-0.45,0.12,-0.51
2018,4,24,30.13,11.58,31.15,0.0,2.5,99.0,233.44,2.82,12.12,-0.43,0.11,-0.54
2018,4,25,30.01,14.4,31.77,0.02,2.01,98.84,190.75,2.89,11.77,-0.42,0.11,-0.58
2018,4,26,30.03,19.79,31.83,2.93,3.89,98.91,129.81,3.4,12.63,-0.3,0.12,-0.52
2018,4,27,28.44,21.2,29.3,12.41,3.7,99.14,141.56,3.91,13.49,-0.18,0.13,-0.47
2018,4,28,29.12,20.54,30.3,2.63,4.08,99.05,147.19,4.42,14.35,-0.07,0.14,-0.41
2018,4,29,29.88,20.42,31.63,1.7,3.29,98.79,156.19,4.55,15.32,-0.05,0.15,-0.35
2018,4,30,29.39,22.82,30.25,11.89,4.34,98.85,150.81,4.69,16.3,-0.03,0.16,-0.29
2018,5,1,28.91,21.57,30.19,2.82,2.95,99.01,156.88,4.82,17.27,-0.01,0.17,-0.23
