Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SUSM,SSM,SUSMA,SSMA,SMP
2016,9,2,23.32,9.7,95.08,246.5,25.06,2.34,25.08,143.35,25.26,0.3,0.47,0.99
2016,9,3,23.21,38.61,95.02,273.75,24.88,2.7,24.88,143.47,24.98,0.26,0.24,0.99
2016,9,4,23.0,27.69,95.16,281.94,24.17,4.45,24.26,143.58,24.7,0.21,0.01,0.99
2016,9,5,22.37,3.9,95.22,277.56,23.76,3.41,23.85,143.69,24.42,0.17,-0.22,0.99
2016,9,6,22.06,1.08,95.22,286.56,24.37,3.59,24.26,143.61,24.65,0.19,-0.02,0.99
2016,9,7,21.95,0.29,95.15,283.0,24.57,4.03,24.33,143.52,24.87,0.21,0.19,0.99
2016,9,8,22.12,4.81,95.2,267.06,23.84,2.77,23.73,143.44,25.09,0.23,0.4,0.99
2016,9,9,23.63,31.66,95.16,165.19,24.81,3.8,24.97,143.54,25.11,0.3,0.42,0.99
2016,9,10,24.08,12.24,95.06,204.5,25.51,2.79,25.46,143.65,25.13,0.37,0.45,0.99
2016,9,11,23.84,19.89,95.02,102.56,25.81,3.02,25.72,143.75,25.15,0.44,0.47,0.99
2016,9,12,23.73,14.18,95.03,108.31,25.49,2.32,25.55,143.36,24.67,0.31,0.15,0.99
2016,9,13,23.61,7.55,95.1,93.38,25.45,2.34,25.37,142.97,24.19,0.19,-0.16,0.98
2016,9,14,23.33,4.51,95.16,100.25,24.87,3.29,24.92,142.58,23.71,0.06,-0.48,0.98
2016,9,15,23.21,3.95,95.14,113.69,25.06,4.2,24.94,142.59,24.13,0.12,-0.17,0.98
2016,9,16,23.22,1.25,95.13,145.62,25.95,1.16,25.54,142.6,24.55,0.17,0.13,0.98
2016,9,17,23.11,0.24,95.16,171.44,25.86,1.37,25.56,142.61,24.97,0.22,0.44,0.99
2016,9,18,23.62,0.98,95.2,200.12,25.93,1.7,25.78,142.49,24.8,0.22,0.35,0.98
2016,9,19,23.53,8.28,95.19,245.94,25.73,2.67,25.56,142.38,24.62,0.22,0.26,0.98
2016,9,20,23.65,3.71,95.12,126.62,26.07,2.27,25.89,142.27,24.45,0.22,0.16,0.98
2016,9,21,23.12,4.82,95.22,94.5,24.58,3.03,24.66,142.15,24.5,0.22,0.22,0.98
2016,9,22,23.29,9.06,95.22,95.06,24.67,2.7,24.74,142.03,24.54,0.22,0.27,0.98
2016,9,23,23.48,2.59,95.03,123.5,25.05,2.23,25.11,141.91,24.59,0.22,0.32,0.98
2016,9,24,23.45,2.83,94.91,136.62,24.73,2.49,24.83,141.78,24.66,0.22,0.35,0.98
2016,9,25,23.09,1.62,94.99,149.62,24.98,2.3,24.91,141.64,24.72,0.22,0.38,0.98
2016,9,26,23.4,6.38,95.13,147.56,25.5,2.4,25.36,141.51,24.79,0.22,0.41,0.98
2016,9,27,23.62,6.16,95.2,148.31,25.2,2.82,25.21,141.75,24.74,0.27,0.41,0.98
2016,9,28,23.34,1.12,95.11,145.31,25.15,2.16,25.12,141.99,24.68,0.32,0.4,0.98
2016,9,29,23.78,8.3,95.01,153.31,24.71,3.51,24.87,142.23,24.63,0.37,0.4,0.98
2016,9,30,23.65,24.02,95.0,131.06,24.99,0.96,25.05,142.27,24.76,0.38,0.47,0.98
2016,10,1,23.34,13.02,95.17,108.88,24.76,2.89,24.83,142.31,24.9,0.4,0.53,0.98
2016,10,2,22.73,2.79,95.47,151.38,25.08,3.09,24.9,142.35,25.03,0.42,0.6,0.98
2016,10,3,22.57,2.17,95.45,245.94,25.27,1.76,25.08,142.58,25.03,0.45,0.62,0.99
2016,10,4,23.02,3.05,95.38,277.31,25.06,2.22,25.01,142.81,25.04,0.48,0.65,0.99
2016,10,5,22.67,4.31,95.29,250.0,25.16,2.62,25.26,143.04,25.04,0.52,0.67,0.99
2016,10,6,22.77,12.54,95.25,293.38,24.54,1.32,24.67,143.49,25.11,0.55,0.71,0.99
2016,10,7,22.8,23.73,95.22,126.56,24.7,2.59,24.62,143.94,25.19,0.59,0.74,0.99
2016,10,8,23.5,36.93,95.21,111.69,24.97,2.11,24.94,144.4,25.26,0.63,0.78,1.0
2016,10,9,23.41,40.37,95.11,171.62,24.7,1.87,24.68,143.3,23.71,0.58,0.44,0.98
2016,10,10,22.91,7.81,95.17,199.31,23.62,3.16,23.87,142.2,22.16,0.53,0.1,0.97
2016,10,11,20.82,0.17,95.29,311.12,23.26,2.68,23.52,141.1,20.62,0.48,-0.24,0.95
2016,10,12,20.58,0.0,95.42,310.0,23.34,2.24,23.84,138.12,20.46,0.37,-0.21,0.93
2016,10,13,18.35,0.0,95.58,220.69,22.49,2.6,23.82,135.14,20.31,0.25,-0.19,0.91
2016,10,14,17.65,0.0,95.65,334.31,21.52,2.56,22.59,132.16,20.16,0.13,-0.17,0.9
2016,10,15,15.76,0.0,95.7,335.56,19.98,3.81,21.86,129.21,19.28,0.05,-0.29,0.87
2016,10,16,15.65,0.0,95.73,318.69,19.83,2.99,21.3,126.26,18.39,-0.03,-0.41,0.85
2016,10,17,16.76,0.0,95.64,226.94,20.57,1.78,21.53,123.31,17.51,-0.11,-0.54,0.83
2016,10,18,17.75,0.0,95.55,290.25,20.86,2.24,21.71,119.73,17.05,-0.19,-0.57,0.8
2016,10,19,16.89,0.0,95.5,316.75,20.3,2.1,21.48,116.15,16.59,-0.27,-0.6,0.78
2016,10,20,15.88,0.0,95.43,300.88,19.8,2.67,21.44,112.56,16.13,-0.35,-0.62,0.76
2016,10,21,15.01,0.0,95.49,246.06,19.33,3.28,21.07,109.24,15.55,-0.41,-0.67,0.73
2016,10,22,16.01,0.0,95.64,296.81,19.72,2.3,21.52,105.93,14.97,-0.46,-0.71,0.71
2016,10,23,15.38,0.0,95.64,313.44,19.08,1.95,20.41,102.61,14.39,-0.52,-0.75,0.69
2016,10,24,15.76,0.0,95.55,305.44,19.13,3.03,19.9,99.39,13.96,-0.56,-0.77,0.66
2016,10,25,16.45,0.0,95.48,328.94,19.45,3.1,20.09,96.18,13.52,-0.6,-0.78,0.64
2016,10,26,15.86,0.0,95.62,161.88,18.81,3.15,19.39,92.97,13.08,-0.64,-0.8,0.62
2016,10,27,17.93,1.03,95.79,15.75,20.36,2.59,20.46,90.04,12.94,-0.67,-0.75,0.6
2016,10,28,20.87,0.37,95.73,148.19,22.62,1.95,22.58,87.12,12.8,-0.69,-0.71,0.59
2016,10,29,21.13,0.57,95.74,81.38,23.05,2.12,23.07,84.2,12.65,-0.71,-0.67,0.57
2016,10,30,20.27,0.13,95.87,42.75,22.44,3.12,22.55,81.86,12.94,-0.72,-0.56,0.56
2016,10,31,17.96,0.0,96.07,57.88,20.74,2.66,21.33,79.52,13.22,-0.73,-0.45,0.54
2016,11,1,18.52,0.0,95.99,149.06,20.74,1.91,21.16,77.18,13.51,-0.74,-0.34,0.53
2016,11,2,19.99,0.0,95.95,44.0,21.8,2.46,22.08,76.66,13.05,-0.69,-0.37,0.53
2016,11,3,20.48,4.83,95.92,62.06,22.19,3.36,22.28,76.13,12.6,-0.64,-0.4,0.52
2016,11,4,19.95,3.48,95.67,70.19,21.65,3.45,21.62,75.61,12.15,-0.59,-0.43,0.51
2016,11,5,19.46,1.11,95.44,38.5,21.06,5.72,21.32,73.75,11.48,-0.59,-0.51,0.5
2016,11,6,17.83,0.0,95.64,327.81,19.87,3.89,20.49,71.89,10.8,-0.6,-0.59,0.48
2016,11,7,14.15,0.0,95.85,309.81,17.18,3.65,18.37,70.03,10.14,-0.6,-0.66,0.47
2016,11,8,13.16,0.0,95.93,309.5,16.73,2.82,18.55,67.87,9.78,-0.61,-0.69,0.45
2016,11,9,12.85,0.0,96.0,297.19,16.51,2.42,18.51,65.7,9.43,-0.63,-0.71,0.44
2016,11,10,12.47,0.0,95.93,278.75,15.61,2.95,17.59,63.54,9.07,-0.64,-0.73,0.42
2016,11,11,12.91,0.0,95.93,205.19,16.63,1.56,18.51,61.34,8.76,-0.66,-0.75,0.41
2016,11,12,14.3,0.0,96.04,108.44,17.45,1.24,19.18,59.14,8.45,-0.69,-0.77,0.4
2016,11,13,15.26,0.0,96.14,111.81,18.38,1.09,19.88,56.94,8.14,-0.71,-0.78,0.38
2016,11,14,16.75,0.0,96.08,169.69,19.5,2.23,20.82,54.88,7.88,-0.73,-0.79,0.37
2016,11,15,18.34,0.0,96.01,109.94,20.48,2.09,21.27,52.82,7.62,-0.75,-0.8,0.35
2016,11,16,17.96,0.0,96.07,38.75,19.85,2.94,20.54,50.77,7.37,-0.78,-0.81,0.34
2016,11,17,14.56,0.0,96.11,26.38,16.88,2.96,18.39,49.23,7.14,-0.78,-0.81,0.33
2016,11,18,12.87,0.0,95.99,279.0,15.57,2.06,17.37,47.69,6.91,-0.79,-0.82,0.32
2016,11,19,13.02,0.0,95.86,140.38,15.92,0.94,18.04,46.15,6.68,-0.8,-0.82,0.31
2016,11,20,13.58,0.0,95.92,231.06,16.5,1.55,18.7,44.66,6.46,-0.81,-0.82,0.3
2016,11,21,13.38,0.0,95.91,306.56,15.69,2.41,17.73,43.17,6.25,-0.81,-0.83,0.29
2016,11,22,12.51,0.0,95.88,313.25,15.12,2.78,17.1,41.68,6.03,-0.82,-0.83,0.28
2016,11,23,12.08,0.0,95.88,197.81,15.16,2.73,17.15,40.28,5.82,-0.83,-0.84,0.27
2016,11,24,12.35,0.0,95.94,319.25,15.16,2.86,17.63,38.88,5.62,-0.84,-0.85,0.26
2016,11,25,11.84,0.0,95.89,298.81,14.99,2.3,17.08,37.48,5.41,-0.85,-0.86,0.25
2016,11,26,12.25,0.0,95.86,295.06,15.12,1.67,16.73,36.23,5.25,-0.86,-0.86,0.24
2016,11,27,12.76,0.0,95.85,302.25,15.43,2.5,16.8,34.98,5.09,-0.86,-0.87,0.23
2016,11,28,12.98,0.0,95.89,312.25,15.57,2.7,17.41,33.73,4.93,-0.87,-0.87,0.22
2016,11,29,12.29,0.0,95.99,258.12,15.69,2.49,17.68,32.67,4.8,-0.88,-0.88,0.22
2016,11,30,11.63,0.0,96.08,81.38,15.74,2.0,18.27,31.61,4.66,-0.88,-0.89,0.21
2016,12,1,14.93,0.0,96.06,94.56,16.87,1.43,18.05,30.55,4.53,-0.89,-0.89,0.2
2016,12,2,16.83,0.02,96.09,75.69,18.65,1.65,19.03,29.77,4.4,-0.9,-0.9,0.2
2016,12,3,18.33,0.07,96.22,133.19,19.98,2.87,20.39,28.98,4.28,-0.91,-0.92,0.19
2016,12,4,16.83,0.04,96.27,43.94,18.83,2.7,19.6,28.19,4.15,-0.92,-0.93,0.19
2016,12,5,14.47,0.0,96.13,47.38,17.01,2.46,18.63,27.4,4.05,-0.94,-0.94,0.18
2016,12,6,13.19,0.0,96.12,49.75,16.68,1.75,18.24,26.61,3.95,-0.96,-0.95,0.18
2016,12,7,12.63,0.0,96.06,137.56,15.95,1.38,17.66,25.82,3.85,-0.97,-0.96,0.17
2016,12,8,12.59,0.0,95.95,236.56,15.83,1.5,17.4,25.25,3.79,-0.98,-0.96,0.17
2016,12,9,12.45,0.0,95.8,192.38,15.83,1.76,17.16,24.68,3.72,-0.99,-0.96,0.17
2016,12,10,12.42,0.0,95.76,43.31,15.48,1.43,16.32,24.12,3.66,-1.01,-0.97,0.16
2016,12,11,12.15,0.0,95.73,28.5,15.72,1.91,16.39,23.68,3.61,-1.01,-0.96,0.16
2016,12,12,11.8,0.02,95.79,43.5,16.89,2.68,18.29,23.24,3.56,-1.02,-0.96,0.16
2016,12,13,11.86,0.0,95.87,57.31,17.58,1.99,19.22,22.8,3.51,-1.03,-0.96,0.15
2016,12,14,12.24,0.0,96.01,133.44,17.48,3.11,19.11,22.51,3.48,-1.04,-0.95,0.15
2016,12,15,10.41,0.0,96.1,145.31,16.28,2.66,17.47,22.21,3.45,-1.04,-0.95,0.15
2016,12,16,9.05,0.0,96.17,172.62,14.79,2.65,16.37,21.91,3.43,-1.04,-0.94,0.15
2016,12,17,9.76,0.0,96.14,318.44,14.31,2.09,16.02,21.6,3.37,-1.05,-0.94,0.15
2016,12,18,8.4,0.0,96.16,263.0,13.89,1.97,15.69,21.28,3.31,-1.05,-0.94,0.14
2016,12,19,8.2,0.0,96.15,318.88,13.84,1.45,15.78,20.96,3.25,-1.06,-0.94,0.14
2016,12,20,8.44,0.0,96.08,307.88,13.83,2.38,16.08,20.65,3.21,-1.07,-0.93,0.14
2016,12,21,8.62,0.0,96.08,303.81,13.66,2.47,15.51,20.34,3.18,-1.07,-0.93,0.14
2016,12,22,7.39,0.0,96.0,321.88,13.6,1.97,15.33,20.02,3.14,-1.08,-0.93,0.14
2016,12,23,6.98,0.0,95.87,312.38,13.78,2.05,15.62,19.8,3.11,-1.09,-0.93,0.13
2016,12,24,8.27,0.0,95.79,179.75,15.04,1.97,17.36,19.57,3.07,-1.09,-0.93,0.13
2016,12,25,10.88,0.0,95.88,212.25,16.34,1.65,17.62,19.34,3.04,-1.1,-0.93,0.13
2016,12,26,10.26,0.0,95.95,279.94,15.99,2.87,17.84,19.15,3.02,-1.1,-0.93,0.13
2016,12,27,7.84,0.0,96.05,153.56,15.4,2.51,16.53,18.96,2.99,-1.11,-0.92,0.13
2016,12,28,8.63,0.0,96.08,162.88,15.73,1.91,17.26,18.76,2.97,-1.11,-0.92,0.13
2016,12,29,9.86,0.0,96.1,150.88,16.65,2.15,18.01,18.53,2.92,-1.11,-0.91,0.13
2016,12,30,10.13,0.0,96.11,192.31,17.09,2.03,18.42,18.3,2.87,-1.11,-0.91,0.12
2016,12,31,10.08,0.0,96.05,192.31,17.23,2.26,18.46,18.06,2.82,-1.12,-0.91,0.12
2017,1,1,12.46,0.0,96.06,181.62,18.55,1.92,18.73,17.89,2.8,-1.1,-0.93,0.12
2017,1,2,13.67,0.61,96.07,182.0,19.26,2.47,19.37,17.71,2.77,-1.09,-0.95,0.12
2017,1,3,13.13,0.65,96.08,212.56,18.26,1.94,18.33,17.53,2.75,-1.08,-0.98,0.12
2017,1,4,11.37,0.0,96.03,156.0,17.37,2.15,17.4,17.41,2.73,-1.07,-0.96,0.12
2017,1,5,8.4,0.0,96.0,243.62,16.49,2.6,17.56,17.28,2.72,-1.05,-0.94,0.12
2017,1,6,5.82,0.0,95.94,192.38,16.19,2.52,18.19,17.15,2.71,-1.04,-0.92,0.12
2017,1,7,5.52,0.0,95.76,196.5,16.82,1.59,18.82,17.03,2.7,-1.02,-0.9,0.12
2017,1,8,9.51,0.0,95.73,195.75,17.83,2.55,18.1,16.91,2.69,-1.01,-0.88,0.11
2017,1,9,9.46,0.0,95.76,211.56,18.35,2.53,18.9,16.78,2.68,-0.99,-0.86,0.11
2017,1,10,12.19,0.0,95.76,203.75,19.14,1.95,18.95,16.71,2.68,-0.97,-0.85,0.11
2017,1,11,11.32,0.0,95.88,264.69,18.13,2.02,17.93,16.63,2.67,-0.96,-0.83,0.11
2017,1,12,8.7,0.0,95.86,159.81,17.05,1.85,17.01,16.55,2.67,-0.94,-0.82,0.11
2017,1,13,7.65,0.0,95.95,167.56,16.51,2.66,16.76,16.49,2.65,-0.92,-0.81,0.11
2017,1,14,6.51,0.0,96.09,162.25,16.22,2.9,16.65,16.42,2.64,-0.91,-0.79,0.11
2017,1,15,3.65,0.0,96.19,214.19,15.65,2.4,16.87,16.36,2.62,-0.9,-0.78,0.11
2017,1,16,2.57,0.0,96.11,243.56,15.94,3.68,18.07,16.29,2.62,-0.88,-0.78,0.11
2017,1,17,4.51,0.0,96.09,153.19,17.31,2.96,19.19,16.23,2.61,-0.87,-0.79,0.11
2017,1,18,8.05,0.0,96.26,92.38,18.76,1.94,19.48,16.17,2.6,-0.86,-0.79,0.11
2017,1,19,8.82,0.0,96.29,81.75,18.4,3.35,19.34,16.1,2.6,-0.85,-0.78,0.11
2017,1,20,6.38,0.0,96.3,54.62,18.54,4.27,20.19,16.02,2.59,-0.84,-0.77,0.11
2017,1,21,7.3,0.0,96.34,30.69,19.23,3.03,20.92,15.95,2.58,-0.83,-0.76,0.11
2017,1,22,8.76,0.0,96.39,189.62,20.11,3.7,20.97,15.9,2.57,-0.83,-0.74,0.11
2017,1,23,7.46,0.0,96.34,291.44,19.3,4.63,20.31,15.85,2.57,-0.82,-0.73,0.11
2017,1,24,7.27,0.0,96.29,125.12,18.99,2.77,19.95,15.8,2.56,-0.81,-0.72,0.11
2017,1,25,7.84,0.0,96.31,110.31,19.92,1.66,20.65,15.77,2.57,-0.8,-0.7,0.11
2017,1,26,8.67,0.0,96.21,128.62,20.65,1.92,20.89,15.74,2.57,-0.79,-0.68,0.11
2017,1,27,8.93,0.0,96.13,194.38,20.27,2.44,21.33,15.72,2.58,-0.78,-0.67,0.11
2017,1,28,10.02,0.0,96.11,302.44,20.01,2.2,20.05,15.67,2.55,-0.78,-0.67,0.11
2017,1,29,7.17,0.0,96.18,322.06,19.03,2.52,19.47,15.62,2.53,-0.77,-0.67,0.11
2017,1,30,3.94,0.0,96.05,117.31,19.46,2.47,20.8,15.57,2.5,-0.76,-0.67,0.11
2017,1,31,4.78,0.0,95.95,210.5,20.19,3.24,21.35,15.52,2.5,-0.76,-0.66,0.11
2017,2,1,5.26,0.0,96.04,158.12,20.67,1.95,21.63,15.46,2.49,-0.75,-0.65,0.11
2017,2,2,9.72,0.0,96.22,186.5,20.93,2.48,20.66,15.4,2.49,-0.75,-0.65,0.1
2017,2,3,7.72,0.0,96.15,218.25,20.18,3.05,20.39,15.39,2.49,-0.74,-0.64,0.1
2017,2,4,5.41,0.0,96.02,76.62,20.16,1.23,20.58,15.38,2.49,-0.73,-0.62,0.1
2017,2,5,10.19,0.0,95.93,241.25,21.92,2.21,21.27,15.36,2.48,-0.72,-0.61,0.1
2017,2,6,4.05,0.0,95.87,277.12,20.75,3.81,22.2,15.33,2.47,-0.71,-0.61,0.1
2017,2,7,6.57,0.0,95.9,316.12,21.05,2.88,21.86,15.29,2.46,-0.71,-0.6,0.1
2017,2,8,5.32,0.0,95.99,206.06,21.15,3.2,22.25,15.26,2.45,-0.7,-0.6,0.1
2017,2,9,2.96,0.0,95.9,224.56,21.28,3.44,22.87,15.22,2.45,-0.69,-0.57,0.1
2017,2,10,7.67,0.0,95.82,206.94,22.42,2.05,22.07,15.18,2.45,-0.69,-0.54,0.1
2017,2,11,12.73,0.0,95.97,170.69,23.86,3.09,22.72,15.14,2.45,-0.69,-0.52,0.1
2017,2,12,10.38,0.0,96.18,129.44,23.64,2.27,22.46,15.12,2.45,-0.69,-0.52,0.1
2017,2,13,11.29,0.0,96.33,105.88,23.84,1.73,22.67,15.1,2.45,-0.69,-0.52,0.1
2017,2,14,11.76,0.0,96.44,117.12,23.66,3.76,22.75,15.08,2.46,-0.69,-0.52,0.1
2017,2,15,9.48,0.0,96.43,223.5,23.55,3.26,23.05,15.05,2.45,-0.7,-0.53,0.1
2017,2,16,6.69,0.0,96.24,267.12,22.74,3.56,22.81,15.02,2.44,-0.71,-0.54,0.1
2017,2,17,4.94,0.0,96.1,241.0,22.86,3.41,23.15,14.99,2.43,-0.72,-0.55,0.1
2017,2,18,7.76,0.0,96.1,234.0,24.16,2.62,24.07,14.94,2.42,-0.72,-0.56,0.1
2017,2,19,8.37,0.0,95.94,285.94,23.94,4.2,23.74,14.88,2.4,-0.72,-0.56,0.1
2017,2,20,4.8,0.0,95.66,303.56,23.66,4.62,24.57,14.83,2.39,-0.72,-0.57,0.1
2017,2,21,4.4,0.0,95.52,237.44,25.62,3.41,25.82,14.77,2.39,-0.73,-0.57,0.1
2017,2,22,7.43,0.0,95.63,260.69,26.41,4.41,26.01,14.7,2.38,-0.73,-0.57,0.1
2017,2,23,4.51,0.0,95.8,236.25,26.19,3.59,26.05,14.64,2.38,-0.73,-0.57,0.1
2017,2,24,3.69,0.0,95.99,253.25,24.88,3.48,24.48,14.59,2.37,-0.73,-0.58,0.1
2017,2,25,-3.66,0.0,96.01,212.12,22.8,4.23,23.55,14.55,2.36,-0.73,-0.58,0.1
2017,2,26,-2.82,0.0,95.8,301.44,23.04,4.21,24.09,14.5,2.36,-0.73,-0.59,0.1
2017,2,27,2.19,0.0,95.89,242.69,24.58,3.71,24.48,14.46,2.34,-0.74,-0.6,0.1
2017,2,28,1.57,0.0,95.95,262.69,24.32,4.53,24.8,14.42,2.33,-0.74,-0.61,0.1
2017,3,1,1.96,0.0,95.87,112.56,25.32,2.52,25.28,14.37,2.32,-0.74,-0.62,0.1
2017,3,2,7.01,0.0,95.73,220.38,27.2,3.3,25.61,14.36,2.33,-0.75,-0.62,0.1
2017,3,3,4.66,0.0,95.51,228.31,28.08,3.23,26.74,14.34,2.35,-0.75,-0.63,0.1
2017,3,4,4.45,0.0,95.42,223.75,27.78,2.93,26.72,14.32,2.36,-0.76,-0.63,0.1
2017,3,5,10.11,0.0,95.4,225.94,28.39,3.05,26.97,15.2,2.86,-0.7,-0.5,0.11
2017,3,6,8.15,0.03,95.46,220.75,29.19,3.09,27.79,16.08,3.35,-0.65,-0.37,0.11
2017,3,7,14.08,4.23,95.43,175.62,29.9,3.61,28.09,16.96,3.85,-0.6,-0.24,0.12
2017,3,8,18.95,12.55,95.41,202.0,26.61,3.23,25.72,18.05,3.77,-0.54,-0.27,0.13
2017,3,9,18.15,7.51,95.31,227.12,27.33,3.87,26.55,19.13,3.69,-0.48,-0.3,0.13
2017,3,10,17.48,5.96,95.27,215.19,26.98,3.98,26.48,20.21,3.61,-0.42,-0.33,0.14
2017,3,11,17.55,4.6,95.38,235.75,27.22,4.98,26.41,20.53,3.53,-0.41,-0.34,0.14
2017,3,12,9.3,0.06,95.6,278.94,25.29,3.09,24.21,20.84,3.44,-0.4,-0.36,0.14
2017,3,13,6.01,0.0,95.8,129.31,24.87,1.88,23.67,21.15,3.36,-0.39,-0.38,0.14
2017,3,14,13.4,0.0,95.88,96.19,26.42,2.56,24.41,21.15,3.32,-0.39,-0.38,0.14
2017,3,15,12.55,0.0,95.89,215.31,26.13,3.69,24.58,21.15,3.29,-0.39,-0.39,0.14
2017,3,16,8.51,0.0,95.76,246.88,25.76,2.93,24.99,21.15,3.25,-0.38,-0.4,0.14
2017,3,17,11.04,0.02,95.55,208.12,27.51,3.37,26.6,20.79,3.2,-0.4,-0.41,0.14
2017,3,18,11.98,0.05,95.6,231.75,28.08,2.34,26.99,20.43,3.14,-0.42,-0.43,0.14
2017,3,19,11.34,0.02,95.6,218.94,28.55,2.49,27.48,20.07,3.08,-0.44,-0.44,0.14
2017,3,20,11.35,0.04,95.69,226.75,27.8,1.99,26.15,19.6,2.98,-0.46,-0.46,0.13
2017,3,21,7.38,0.0,95.92,148.62,26.73,2.16,25.96,19.14,2.89,-0.48,-0.48,0.13
2017,3,22,6.42,0.0,95.8,236.38,27.11,2.27,26.31,18.68,2.8,-0.5,-0.5,0.13
2017,3,23,8.19,0.0,95.65,230.56,28.96,2.62,28.32,18.18,2.72,-0.52,-0.52,0.12
2017,3,24,8.86,0.0,95.61,201.44,30.41,2.95,29.15,17.69,2.66,-0.55,-0.55,0.12
2017,3,25,12.26,0.0,95.56,225.38,31.47,3.76,30.17,17.19,2.58,-0.58,-0.57,0.12
2017,3,26,12.84,0.0,95.64,149.19,31.83,3.06,30.13,16.81,2.54,-0.6,-0.59,0.11
2017,3,27,12.66,0.0,95.67,170.69,32.3,2.12,30.14,16.42,2.49,-0.63,-0.6,0.11
2017,3,28,10.86,0.0,95.63,246.38,32.02,3.6,30.65,16.03,2.44,-0.66,-0.62,0.11
2017,3,29,9.7,0.0,95.5,261.38,32.05,4.13,31.02,15.75,2.42,-0.68,-0.62,0.11
2017,3,30,9.11,0.0,95.52,233.81,32.87,3.16,31.86,15.47,2.4,-0.7,-0.63,0.1
2017,3,31,7.53,0.0,95.59,226.81,33.11,2.34,32.04,15.19,2.38,-0.72,-0.64,0.1
2017,4,1,10.3,0.0,95.44,231.44,32.93,2.89,31.62,15.12,2.39,-0.73,-0.63,0.1
2017,4,2,11.8,1.43,95.26,230.69,33.47,3.22,32.44,15.04,2.4,-0.74,-0.63,0.1
2017,4,3,13.01,3.24,95.39,239.12,32.26,5.55,31.73,14.97,2.41,-0.75,-0.63,0.1
2017,4,4,12.69,0.0,95.43,232.62,33.27,3.8,32.07,14.97,2.42,-0.76,-0.64,0.1
2017,4,5,13.83,0.24,95.35,254.69,34.42,4.2,32.88,14.98,2.43,-0.77,-0.65,0.1
2017,4,6,14.96,0.04,95.29,228.12,35.51,4.05,33.54,14.98,2.44,-0.78,-0.65,0.1
2017,4,7,13.38,0.0,95.31,240.62,35.81,2.38,33.86,14.95,2.42,-0.79,-0.65,0.1
2017,4,8,10.48,0.0,95.35,253.38,35.48,3.25,33.87,14.92,2.4,-0.8,-0.65,0.1
2017,4,9,12.14,0.0,95.38,230.06,35.07,3.02,32.96,14.89,2.38,-0.81,-0.64,0.1
2017,4,10,9.76,0.0,95.37,218.5,33.36,2.47,31.4,14.8,2.37,-0.82,-0.65,0.1
2017,4,11,2.91,0.0,95.44,211.75,31.22,4.59,30.33,14.7,2.36,-0.82,-0.66,0.1
2017,4,12,6.21,0.0,95.44,219.38,31.51,1.8,29.78,14.61,2.35,-0.82,-0.67,0.1
2017,4,13,7.93,0.0,95.43,222.12,32.83,4.72,30.59,14.53,2.34,-0.83,-0.67,0.1
2017,4,14,12.23,0.0,95.37,202.38,33.51,6.46,30.88,14.45,2.33,-0.83,-0.68,0.1
2017,4,15,12.38,0.0,95.17,216.75,33.57,6.91,31.05,14.38,2.32,-0.84,-0.69,0.1
2017,4,16,13.73,0.01,95.09,216.62,33.54,5.48,31.27,14.39,2.36,-0.84,-0.69,0.1
2017,4,17,15.79,0.06,95.24,209.88,34.8,4.43,31.94,14.41,2.4,-0.85,-0.69,0.1
2017,4,18,16.3,0.05,95.26,207.44,35.33,5.88,32.55,14.43,2.44,-0.85,-0.69,0.1
2017,4,19,14.94,2.61,95.15,228.25,34.79,4.08,32.78,14.5,2.4,-0.86,-0.71,0.1
2017,4,20,13.57,2.16,95.09,239.19,34.52,3.56,33.05,14.56,2.37,-0.87,-0.73,0.1
2017,4,21,14.69,0.23,95.12,236.88,34.8,3.29,33.2,14.63,2.34,-0.88,-0.75,0.1
2017,4,22,11.9,0.23,95.07,247.19,35.71,4.85,34.22,14.57,2.33,-0.89,-0.75,0.1
2017,4,23,6.57,0.0,95.13,270.88,35.55,4.51,33.9,14.5,2.32,-0.9,-0.75,0.1
2017,4,24,5.05,0.0,95.2,279.31,34.44,3.61,33.1,14.43,2.32,-0.92,-0.76,0.1
2017,4,25,4.94,0.0,95.22,278.75,34.26,4.27,32.87,14.34,2.31,-0.93,-0.76,0.1
2017,4,26,5.24,0.0,95.28,290.81,35.36,5.88,34.02,14.26,2.29,-0.93,-0.77,0.1
2017,4,27,6.94,0.0,95.34,284.62,35.55,4.42,34.55,14.17,2.28,-0.94,-0.78,0.1
2017,4,28,4.33,0.0,95.33,237.81,34.99,3.3,34.06,14.23,2.33,-0.94,-0.77,0.1
2017,4,29,8.83,0.0,95.34,209.38,35.65,3.93,33.63,14.29,2.38,-0.94,-0.77,0.1
2017,4,30,10.45,0.02,95.32,238.44,35.89,4.42,33.92,14.36,2.43,-0.94,-0.76,0.1
2017,5,1,12.62,0.37,95.44,234.56,35.26,4.08,33.0,14.41,2.4,-0.95,-0.78,0.1
2017,5,2,15.53,0.93,95.59,204.5,35.1,4.12,32.05,14.46,2.37,-0.96,-0.79,0.1
2017,5,3,14.74,0.63,95.53,228.81,35.26,4.75,32.79,14.5,2.34,-0.96,-0.8,0.1
2017,5,4,12.8,3.09,95.5,234.81,34.52,3.93,32.59,14.97,2.7,-0.95,-0.75,0.1
